item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q18056641,HNRNPKP1,9,,389322,ENSG00000250859,Homo sapiens
Q18056642,PROB1,21,ENSG00000228672,389333,ENSG00000228672,Homo sapiens
Q18056643,C5orf46,25,ENSG00000178776,389336,ENSG00000178776,Homo sapiens
Q18056644,ARHGEF37,30,ENSG00000183111,389337,ENSG00000183111,Homo sapiens
Q18056645,RPL10P9,9,,389342,ENSG00000233913,Homo sapiens
Q18056646,PSMG4,38,ENSG00000180822,389362,ENSG00000180822,Homo sapiens
Q18056647,SFTA2,36,ENSG00000196260,389376,ENSG00000196260,Homo sapiens
Q18056647,SFTA2,36,ENSG00000206465,389376,ENSG00000196260,Homo sapiens
Q18056647,SFTA2,36,ENSG00000224246,389376,ENSG00000196260,Homo sapiens
Q18056647,SFTA2,36,ENSG00000225454,389376,ENSG00000196260,Homo sapiens
Q18056647,SFTA2,36,ENSG00000230072,389376,ENSG00000196260,Homo sapiens
Q18056647,SFTA2,36,ENSG00000237814,389376,ENSG00000196260,Homo sapiens
Q18056648,CLPSL2,27,ENSG00000196748,389383,ENSG00000196748,Homo sapiens
Q18056652,LAP3P2,9,,389386,ENSG00000213500,Homo sapiens
Q18056653,HNRNPA3P4,9,,389395,ENSG00000226068,Homo sapiens
Q18056654,GLYATL3,24,ENSG00000203972,389396,ENSG00000203972,Homo sapiens
Q18056655,GFRAL,22,ENSG00000187871,389400,ENSG00000187871,Homo sapiens
Q18056657,BDH2P1,9,,389416,ENSG00000232699,Homo sapiens
Q18056659,LIN28B,29,ENSG00000187772,389421,ENSG00000187772,Homo sapiens
Q18056662,RPL5P18,9,,389428,ENSG00000220744,Homo sapiens
Q18056663,SAMD5,24,ENSG00000203727,389432,ENSG00000203727,Homo sapiens
Q18056666,RBAKDN,11,,389458,ENSG00000273313,Homo sapiens
Q18056669,NUPR2,21,ENSG00000185290,389493,ENSG00000185290,Homo sapiens
Q18056670,GTF2IRD2B,31,ENSG00000174428,389524,ENSG00000174428,Homo sapiens
Q18056671,OR7E38P,9,,389537,ENSG00000183444,Homo sapiens
Q18056672,LAMTOR4,43,ENSG00000188186,389541,ENSG00000188186,Homo sapiens
Q18056674,FEZF1,29,ENSG00000128610,389549,ENSG00000128610,Homo sapiens
Q18056675,FAM180A,26,ENSG00000189320,389558,ENSG00000189320,Homo sapiens
Q18056676,STRADBP1,9,,389599,ENSG00000213205,Homo sapiens
Q18056677,XKR5,29,ENSG00000275591,389610,ENSG00000275591,Homo sapiens
Q18056677,XKR5,29,ENSG00000285327,389610,ENSG00000275591,Homo sapiens
Q18056678,FAM90A3P,10,,389611,ENSG00000233132,Homo sapiens
Q18056679,OR7E125P,9,,389616,ENSG00000177306,Homo sapiens
Q18056680,FAM90A6P,9,,389618,ENSG00000248944,Homo sapiens
Q18056681,OR7E161P,9,,389626,ENSG00000206014,Homo sapiens
Q18056682,FAM90A15P,10,,389630,ENSG00000230045,Homo sapiens
Q18056683,ZNF705CP,9,,389631,ENSG00000215339,Homo sapiens
Q18056685,LINC00937,11,,389634,ENSG00000226091,Homo sapiens
Q18056686,NUGGC,31,ENSG00000189233,389643,ENSG00000189233,Homo sapiens
Q18056687,RPL5P22,9,,389644,ENSG00000239198,Homo sapiens
Q18056689,C8orf86,29,ENSG00000196166,389649,ENSG00000196166,Homo sapiens
Q18056692,ALKAL1,22,ENSG00000196711,389658,ENSG00000196711,Homo sapiens
Q18056694,XKR9,37,ENSG00000221947,389668,ENSG00000221947,Homo sapiens
Q18056695,RPSAP47,9,,389672,ENSG00000188856,Homo sapiens
Q18056696,HNRNPA1P4,9,,389674,ENSG00000206228,Homo sapiens
Q18056697,C8orf87,12,,389676,ENSG00000279847,Homo sapiens
Q18056698,RBM12B,38,ENSG00000183808,389677,ENSG00000183808,Homo sapiens
Q18056699,MROH5,31,ENSG00000226807,389690,ENSG00000226807,Homo sapiens
Q18056699,MROH5,31,ENSG00000282181,389690,ENSG00000226807,Homo sapiens
Q18056700,MAFA,25,ENSG00000182759,389692,ENSG00000182759,Homo sapiens
Q18056701,FAM205BP,11,,389715,ENSG00000257198,Homo sapiens
Q18056702,FKBP4P2,8,,389727,ENSG00000269692,Homo sapiens
Q18061130,MIR649,10,,693234,ENSG00000207575,Homo sapiens
Q18061131,MIR92B,10,,693235,ENSG00000284586,Homo sapiens
Q18061132,MIR650,11,,723778,ENSG00000284049,Homo sapiens
Q18061133,MIR651,10,,723779,ENSG00000207628,Homo sapiens
Q18061135,LHFPL3-AS2,10,,723809,ENSG00000225329,Homo sapiens
Q18061137,INS-IGF2,20,ENSG00000129965,723961,ENSG00000129965,Homo sapiens
Q18061139,ANP32AP1,10,,723972,ENSG00000259516,Homo sapiens
Q18061141,MIR652,10,,724022,ENSG00000208013,Homo sapiens
Q18061142,MIR653,9,,724023,ENSG00000208014,Homo sapiens
Q18061143,MIR654,10,,724024,ENSG00000207934,Homo sapiens
Q18061144,MIR655,18,ENSG00000207646,724025,ENSG00000207646,Homo sapiens
Q18061145,MIR656,11,,724026,ENSG00000207959,Homo sapiens
Q18061146,MIR657,10,,724027,ENSG00000207736,Homo sapiens
Q18061147,MIR658,10,,724028,ENSG00000284197,Homo sapiens
Q18061148,MIR659,11,,724029,ENSG00000207696,Homo sapiens
Q18061149,MIR660,10,,724030,ENSG00000207970,Homo sapiens
Q18061150,MIR661,11,,724031,ENSG00000207574,Homo sapiens
Q18061151,MIR662,10,,724032,ENSG00000207579,Homo sapiens
Q18061152,MIR663A,18,ENSG00000284419,724033,ENSG00000284419,Homo sapiens
Q18061154,BDP1P,9,,724038,ENSG00000264736,Homo sapiens
Q18061156,TMEM97P2,9,,724059,ENSG00000253866,Homo sapiens
Q18061158,DEFA7P,9,,724067,ENSG00000206042,Homo sapiens
Q18061159,DEFA11P,10,,724068,ENSG00000234178,Homo sapiens
Q18061162,LINC01545,10,,724087,ENSG00000204904,Homo sapiens
Q18061163,FAM27D1,10,,724094,ENSG00000275493,Homo sapiens
Q18061164,SS18L2P2,9,,724101,ENSG00000266201,Homo sapiens
Q18061166,SNHG4,11,,724102,ENSG00000281398,Homo sapiens
Q18061169,SNORD118,11,,727676,ENSG00000200463,Homo sapiens
Q18061170,CASC8,12,,727677,ENSG00000246228,Homo sapiens
Q18061172,TAB3-AS1,9,,727682,ENSG00000231542,Homo sapiens
Q18061175,C1orf195,15,,727684,ENSG00000204464,Homo sapiens
Q18061177,SNURFL,9,,727686,ENSG00000173954,Homo sapiens
Q18061180,LINC00163,20,ENSG00000234880,727699,ENSG00000234880,Homo sapiens
Q18061183,IGFL1P1,9,,727703,ENSG00000268879,Homo sapiens
Q18061184,IGFL1P2,9,,727704,ENSG00000268238,Homo sapiens
Q18061186,SNORD116-19,10,,727708,ENSG00000207460,Homo sapiens
Q18061199,HMGN2P5,9,,727795,ENSG00000234664,Homo sapiens
Q18061201,RNF208,23,ENSG00000212864,727800,ENSG00000212864,Homo sapiens
Q18061203,POM121L14P,9,,727805,ENSG00000218189,Homo sapiens
Q18061205,RPL21P17,9,,727810,ENSG00000214073,Homo sapiens
Q18061211,TRIM64DP,9,,727828,ENSG00000254751,Homo sapiens
Q18061213,SPATA31A3,21,ENSG00000275969,727830,ENSG00000275969,Homo sapiens
Q18061218,GOLGA6L6,19,ENSG00000277322,727832,ENSG00000277322,Homo sapiens
Q18061219,IMPDH1P11,9,,727833,ENSG00000261647,Homo sapiens
Q18061222,SSX2B,26,ENSG00000268447,727837,ENSG00000268447,Homo sapiens
Q18061223,RBBP4P4,9,,727842,ENSG00000214561,Homo sapiens
Q18061224,RGPD8,35,ENSG00000169629,727851,ENSG00000169629,Homo sapiens
Q18061225,DDX11L16,12,,727856,ENSG00000227159,Homo sapiens
Q18061226,BHLHA9,23,ENSG00000205899,727857,ENSG00000205899,Homo sapiens
Q18061227,C4BPAP1,9,,727859,ENSG00000224462,Homo sapiens
Q18061229,RPL9P32,9,,727865,ENSG00000242100,Homo sapiens
Q18061230,FAM156B,40,ENSG00000179304,727866,ENSG00000179304,Homo sapiens
Q18061231,C1DP4,9,,727879,ENSG00000227515,Homo sapiens
Q18061232,MUC5B,26,ENSG00000117983,727897,ENSG00000117983,Homo sapiens
Q18061233,SPATA31A5,22,ENSG00000276581,727905,ENSG00000276581,Homo sapiens
Q18061234,GOLGA8Q,20,ENSG00000178115,727909,ENSG00000178115,Homo sapiens
Q18061234,GOLGA8Q,20,ENSG00000282773,727909,ENSG00000178115,Homo sapiens
Q18061235,TLCD2,23,ENSG00000185561,727910,ENSG00000185561,Homo sapiens
Q18061235,TLCD2,23,ENSG00000275246,727910,ENSG00000185561,Homo sapiens
Q18061236,BMS1P16,9,,727914,ENSG00000258684,Homo sapiens
Q18061237,AGBL1-AS1,10,,727915,ENSG00000260125,Homo sapiens
Q18061238,GXYLT2,32,ENSG00000172986,727936,ENSG00000172986,Homo sapiens
Q18061239,RHOXF2B,19,ENSG00000203989,727940,ENSG00000203989,Homo sapiens
Q18061240,SLC25A24P1,9,,727941,ENSG00000241361,Homo sapiens
Q18061243,SDHAP2,10,,727956,ENSG00000215837,Homo sapiens
Q18061244,MROH1,60,ENSG00000179832,727957,ENSG00000179832,Homo sapiens
Q18061245,TSPY16P,9,,727969,ENSG00000226223,Homo sapiens
Q18061246,RPS3AP43,9,,727970,ENSG00000242661,Homo sapiens
Q18061247,LINC01249,10,,727982,ENSG00000231532,Homo sapiens
Q18061251,FAM207CP,9,,727987,ENSG00000232797,Homo sapiens
Q18061252,SLC35E1P1,9,,727991,ENSG00000238286,Homo sapiens
Q18061255,AGAP13P,10,,728005,ENSG00000243289,Homo sapiens
Q18061257,RPL35P3,9,,728010,ENSG00000219902,Homo sapiens
Q18061258,MCHR2-AS1,10,,728012,ENSG00000229315,Homo sapiens
Q18061637,NBAT1,11,,729177,ENSG00000260455,Homo sapiens
Q18061638,STXBP5-AS1,10,,729178,ENSG00000233452,Homo sapiens
Q18061639,FAM91A3P,9,,729182,ENSG00000242352,Homo sapiens
Q18061641,UNC93B5,9,,729196,ENSG00000184795,Homo sapiens
Q18061642,ANAPC10P1,9,,729198,ENSG00000213735,Homo sapiens
Q18061644,SPACA5B,23,ENSG00000171478,729201,ENSG00000171478,Homo sapiens
Q18061647,RPSAP26,9,,729209,ENSG00000242735,Homo sapiens
Q18061648,KRT18P15,9,,729211,ENSG00000234737,Homo sapiens
Q18061651,PRR20B,31,ENSG00000204918,729233,ENSG00000204918,Homo sapiens
Q18061652,FAHD2CP,11,,729234,ENSG00000231584,Homo sapiens
Q18061653,RPS13P2,9,,729236,ENSG00000228929,Homo sapiens
Q18061654,SFTPA2,34,ENSG00000185303,729238,ENSG00000185303,Homo sapiens
Q18061655,PRR20C,32,ENSG00000229665,729240,ENSG00000229665,Homo sapiens
Q18061658,PRR20D,31,ENSG00000227151,729246,ENSG00000227151,Homo sapiens
Q18061660,ZBTB45P2,9,,729248,ENSG00000226065,Homo sapiens
Q18061661,KLHL2P1,9,,729249,ENSG00000250412,Homo sapiens
Q18061662,PRR20E,31,ENSG00000234278,729250,ENSG00000234278,Homo sapiens
Q18061663,KRT16P1,10,,729252,ENSG00000214856,Homo sapiens
Q18061668,NUTM2B,23,ENSG00000188199,729262,ENSG00000188199,Homo sapiens
Q18061669,TP53TG3D,38,ENSG00000205456,729264,ENSG00000205456,Homo sapiens
Q18061671,RPL23AP47,9,,729277,ENSG00000219814,Homo sapiens
Q18061676,PCNPP3,9,,729298,ENSG00000213344,Homo sapiens
Q18061679,RPL31P45,9,,729308,ENSG00000233318,Homo sapiens
Q18061680,KYNUP2,9,,729310,ENSG00000265746,Homo sapiens
Q18061681,KYNUP1,9,,729321,ENSG00000261987,Homo sapiens
Q18061683,KYNUP3,9,,729323,ENSG00000263206,Homo sapiens
Q18061684,MED28P7,9,,729327,ENSG00000236542,Homo sapiens
Q18061685,OC90,23,ENSG00000253117,729330,ENSG00000253117,Homo sapiens
Q18061687,CETN4P,10,,729338,ENSG00000224786,Homo sapiens
Q18061688,RPL17P36,9,,729340,ENSG00000236058,Homo sapiens
Q18061690,NPM1P46,9,,729342,ENSG00000213104,Homo sapiens
Q18061691,KRT8P24,9,,729344,ENSG00000259500,Homo sapiens
Q18061692,AKR1B1P3,10,,729347,ENSG00000213785,Homo sapiens
Q18061694,TP53TG3B,37,ENSG00000261509,729355,ENSG00000261509,Homo sapiens
Q18061695,PLIN4,29,ENSG00000167676,729359,ENSG00000167676,Homo sapiens
Q18061697,HNRNPA1P51,9,,729366,ENSG00000234491,Homo sapiens
Q18061700,FAM86HP,10,,729375,ENSG00000253540,Homo sapiens
Q18061701,TRIM49D2,22,ENSG00000233802,729384,ENSG00000233802,Homo sapiens
Q18061702,RPS6P25,9,,729389,ENSG00000240616,Homo sapiens
Q18061704,POM121L6P,9,,729392,ENSG00000243307,Homo sapiens
Q18061705,GAGE12J,19,ENSG00000224659,729396,ENSG00000224659,Homo sapiens
Q18061706,SEPHS1P6,9,,729399,ENSG00000213938,Homo sapiens
Q18061707,RPL21P16,10,,729402,ENSG00000220842,Homo sapiens
Q18061709,GAPDHP61,9,,729403,ENSG00000248415,Homo sapiens
Q18061710,PPP1R14BP2,9,,729406,ENSG00000213082,Homo sapiens
Q18061712,PSMA6P2,9,,729412,ENSG00000229083,Homo sapiens
Q18061714,LMO7DN,21,ENSG00000178734,729420,ENSG00000178734,Homo sapiens
Q18061715,GAGE12C,26,ENSG00000237671,729422,ENSG00000237671,Homo sapiens
Q18061716,HNRNPA1P6,9,,729423,ENSG00000229887,Homo sapiens
Q18061717,GAGE12B,23,ENSG00000275113,729428,ENSG00000236737,Homo sapiens
Q18061718,GAGE12E,26,ENSG00000216649,729431,ENSG00000216649,Homo sapiens
Q18061720,CASTOR2,24,ENSG00000274070,729438,ENSG00000274070,Homo sapiens
Q18061722,CCDC61,33,ENSG00000104983,729440,ENSG00000104983,Homo sapiens
Q18061723,GAGE12H,22,ENSG00000224902,729442,ENSG00000224902,Homo sapiens
Q18061725,GAGE2A,20,ENSG00000189064,729447,ENSG00000189064,Homo sapiens
Q18061726,RPL7P50,9,,729449,ENSG00000268785,Homo sapiens
Q18061727,SUSD2P2,9,,729450,ENSG00000278110,Homo sapiens
Q18061728,PMS2P6,9,,729453,ENSG00000174384,Homo sapiens
Q18061729,DSTNP4,9,,729454,ENSG00000215034,Homo sapiens
Q18061731,RAD51AP2,26,ENSG00000214842,729475,ENSG00000214842,Homo sapiens
Q18061733,RPL21P18,9,,729484,ENSG00000213343,Homo sapiens
Q18061734,IL9RP3,9,,729486,ENSG00000226942,Homo sapiens
Q18061736,GAPDHP38,9,,729493,ENSG00000249210,Homo sapiens
Q18061738,ABHD17AP4,9,,729495,ENSG00000229107,Homo sapiens
Q18061739,RPL12P14,9,,729500,ENSG00000224321,Homo sapiens
Q18061741,ZNF962P,9,,729501,ENSG00000215604,Homo sapiens
Q18061742,HMGN2P24,9,,729505,ENSG00000229072,Homo sapiens
Q18061743,TMEM242,24,ENSG00000215712,729515,ENSG00000215712,Homo sapiens
Q18061745,FEM1AP4,9,,729524,ENSG00000235876,Homo sapiens
Q18061746,PRAMEF14,19,ENSG00000204481,729528,ENSG00000204481,Homo sapiens
Q18061748,CNOT6LP1,9,,729530,ENSG00000230183,Homo sapiens
Q18061750,FAM72A,39,ENSG00000196550,729533,ENSG00000196550,Homo sapiens
Q18061752,FAM207BP,9,,729535,ENSG00000228797,Homo sapiens
Q18061754,RGPD6,47,ENSG00000183054,729540,ENSG00000183054,Homo sapiens
Q18058945,PHOSPHO2,35,ENSG00000144362,493911,ENSG00000144362,Homo sapiens
Q18058946,PAPPA-AS1,11,,493913,ENSG00000256040,Homo sapiens
Q18058947,MT1P1,9,,493987,ENSG00000213761,Homo sapiens
Q18058948,RBMXL1,24,ENSG00000213516,494115,ENSG00000213516,Homo sapiens
Q18058949,SPANXN1,19,ENSG00000203923,494118,ENSG00000203923,Homo sapiens
Q18058950,SPANXN2,20,ENSG00000268988,494119,ENSG00000268988,Homo sapiens
Q18058952,CHAC2,26,ENSG00000143942,494143,ENSG00000143942,Homo sapiens
Q18058955,FBXO47,26,ENSG00000204952,494188,ENSG00000204952,Homo sapiens
Q18058957,SPANXN5,20,ENSG00000204363,494197,ENSG00000204363,Homo sapiens
Q18058958,MIR361,10,,494323,ENSG00000199051,Homo sapiens
Q18058959,MIR375,11,,494324,ENSG00000198973,Homo sapiens
Q18058960,MIR376A1,11,,494325,ENSG00000283588,Homo sapiens
Q18058961,MIR377,10,,494326,ENSG00000199015,Homo sapiens
Q18058962,MIR378A,11,,494327,ENSG00000199047,Homo sapiens
Q18058963,MIR379,11,,494328,ENSG00000199088,Homo sapiens
Q18058965,MIR380,11,,494329,ENSG00000198982,Homo sapiens
Q18058966,MIR381,10,,494330,ENSG00000199020,Homo sapiens
Q18058967,MIR382,11,,494331,ENSG00000283170,Homo sapiens
Q18058969,MIR383,18,ENSG00000199127,494332,ENSG00000199127,Homo sapiens
Q18058970,MIR384,10,,494333,ENSG00000283242,Homo sapiens
Q18058971,MIR422A,10,,494334,ENSG00000199156,Homo sapiens
Q18058972,MIR423,18,ENSG00000283935,494335,ENSG00000283935,Homo sapiens
Q18058973,MIR424,19,ENSG00000284231,494336,ENSG00000284231,Homo sapiens
Q18058974,MIR425,10,,494337,ENSG00000199032,Homo sapiens
Q18058976,RNF165,34,ENSG00000141622,494470,ENSG00000141622,Homo sapiens
Q18058978,TYMSOS,20,ENSG00000176912,494514,ENSG00000176912,Homo sapiens
Q18058979,TBCAP1,9,,494540,ENSG00000226781,Homo sapiens
Q18058980,TBCAP2,9,,494541,ENSG00000235829,Homo sapiens
Q18058981,WEE2,28,ENSG00000214102,494551,ENSG00000214102,Homo sapiens
Q18058981,WEE2,28,ENSG00000263042,494551,ENSG00000214102,Homo sapiens
Q18058985,TIFAB,22,ENSG00000255833,497189,ENSG00000255833,Homo sapiens
Q18058986,CLEC18B,35,ENSG00000140839,497190,ENSG00000140839,Homo sapiens
Q18058988,BDNF-AS,77,ENSG00000245573,497258,ENSG00000245573,Homo sapiens
Q18058990,LINC00293,12,,497634,ENSG00000253314,Homo sapiens
Q18058992,C18orf32,24,ENSG00000177576,497661,ENSG00000177576,Homo sapiens
Q18058994,MS4A13,27,ENSG00000204979,503497,ENSG00000204979,Homo sapiens
Q18058995,LINC00929,11,,503519,ENSG00000259150,Homo sapiens
Q18058996,A1BG-AS1,10,,503538,ENSG00000268895,Homo sapiens
Q18058998,SPRN,22,ENSG00000203772,503542,ENSG00000203772,Homo sapiens
Q18058999,BTF3P9,9,,503543,ENSG00000224834,Homo sapiens
Q18059000,RGMB-AS1,10,,503569,ENSG00000246763,Homo sapiens
Q18059001,ARGFX,21,ENSG00000186103,503582,ENSG00000186103,Homo sapiens
Q18059003,TAAR7P,9,,503611,ENSG00000235998,Homo sapiens
Q18059004,TAAR4P,9,,503612,ENSG00000237449,Homo sapiens
Q18059006,DEFB107B,25,ENSG00000198129,503614,ENSG00000198129,Homo sapiens
Q18059006,DEFB107B,25,ENSG00000277530,503614,ENSG00000198129,Homo sapiens
Q18059006,DEFB107B,25,ENSG00000284979,503614,ENSG00000198129,Homo sapiens
Q18059007,DEFB104B,26,ENSG00000177023,503618,ENSG00000177023,Homo sapiens
Q18059007,DEFB104B,26,ENSG00000277006,503618,ENSG00000177023,Homo sapiens
Q18059007,DEFB104B,26,ENSG00000285356,503618,ENSG00000177023,Homo sapiens
Q18059008,TPRX2P,9,,503627,ENSG00000259009,Homo sapiens
Q18059009,TPRX1P1,9,,503628,ENSG00000259021,Homo sapiens
Q18059010,DUXAP1,9,,503630,ENSG00000259056,Homo sapiens
Q18059011,DUXAP2,9,,503631,ENSG00000254063,Homo sapiens
Q18059012,DUXAP3,10,,503632,ENSG00000270552,Homo sapiens
Q18059013,DUXAP4,9,,503633,ENSG00000270258,Homo sapiens
Q18059014,DUXAP5,9,,503634,ENSG00000255377,Homo sapiens
Q18059016,DUXAP6,8,,503635,ENSG00000258726,Homo sapiens
Q18059017,DUXAP7,9,,503636,ENSG00000232136,Homo sapiens
Q18059019,DUXAP9,9,,503638,ENSG00000225210,Homo sapiens
Q18059021,ARGFXP2,10,,503640,ENSG00000265293,Homo sapiens
Q18059022,DPRXP1,9,,503641,ENSG00000224323,Homo sapiens
Q18059026,DPRXP4,10,,503645,ENSG00000264743,Homo sapiens
Q18059027,DPRXP5,9,,503646,ENSG00000270652,Homo sapiens
Q18059030,LOH12CR2,10,,503693,ENSG00000205791,Homo sapiens
Q18059031,DEFB108A,9,,503694,ENSG00000229907,Homo sapiens
Q18059032,DPRX,22,ENSG00000204595,503834,ENSG00000204595,Homo sapiens
Q18059033,DUXA,20,ENSG00000258873,503835,ENSG00000258873,Homo sapiens
Q18059034,DEFB108C,9,,503837,ENSG00000215371,Homo sapiens
Q18059035,DEFB109D,9,,503838,ENSG00000254866,Homo sapiens
Q18059038,DEFB108E,9,,503840,ENSG00000254623,Homo sapiens
Q18059039,DEFB106B,26,ENSG00000187082,503841,ENSG00000187082,Homo sapiens
Q18059039,DEFB106B,26,ENSG00000275794,503841,ENSG00000187082,Homo sapiens
Q18059039,DEFB106B,26,ENSG00000284937,503841,ENSG00000187082,Homo sapiens
Q18059041,OR3D1P,9,,504175,ENSG00000230411,Homo sapiens
Q18059043,DEFB105B,30,ENSG00000186599,504180,ENSG00000186599,Homo sapiens
Q18059043,DEFB105B,30,ENSG00000274729,504180,ENSG00000186599,Homo sapiens
Q18059043,DEFB105B,30,ENSG00000285015,504180,ENSG00000186599,Homo sapiens
Q18059043,DEFB105B,30,ENSG00000285411,504180,ENSG00000186599,Homo sapiens
Q18059045,DEFB108D,9,,504185,ENSG00000255544,Homo sapiens
Q18057661,DTHD1,38,ENSG00000197057,401124,ENSG00000197057,Homo sapiens
Q18057662,SYT14P1,13,,401135,ENSG00000215127,Homo sapiens
Q18057663,TMPRSS11BNL,11,,401136,ENSG00000250026,Homo sapiens
Q18057665,PRR27,29,ENSG00000187533,401137,ENSG00000187533,Homo sapiens
Q18057665,PRR27,29,ENSG00000282868,401137,ENSG00000187533,Homo sapiens
Q18057666,AMTN,25,ENSG00000187689,401138,ENSG00000187689,Homo sapiens
Q18057667,CCSER1,66,ENSG00000184305,401145,ENSG00000184305,Homo sapiens
Q18057669,C4orf3,21,ENSG00000164096,401152,ENSG00000164096,Homo sapiens
Q18057670,LINC01060,45,ENSG00000249378,401164,ENSG00000249378,Homo sapiens
Q18057670,LINC01060,45,ENSG00000281580,401164,ENSG00000249378,Homo sapiens
Q18057671,RGS7BP,30,ENSG00000186479,401190,ENSG00000186479,Homo sapiens
Q18057673,C5orf63,33,ENSG00000164241,401207,ENSG00000164241,Homo sapiens
Q18057674,LINC01011,12,,401232,ENSG00000244041,Homo sapiens
Q18057677,STMND1,24,ENSG00000230873,401236,ENSG00000230873,Homo sapiens
Q18057678,CASC15,11,,401237,ENSG00000272168,Homo sapiens
Q18057679,LINC00243,18,ENSG00000237890,401247,ENSG00000214894,Homo sapiens
Q18057681,MCCD1,34,ENSG00000204511,401250,ENSG00000204511,Homo sapiens
Q18057681,MCCD1,34,ENSG00000206447,401250,ENSG00000204511,Homo sapiens
Q18057681,MCCD1,34,ENSG00000225228,401250,ENSG00000204511,Homo sapiens
Q18057681,MCCD1,34,ENSG00000226841,401250,ENSG00000204511,Homo sapiens
Q18057681,MCCD1,34,ENSG00000226923,401250,ENSG00000204511,Homo sapiens
Q18057681,MCCD1,34,ENSG00000228662,401250,ENSG00000204511,Homo sapiens
Q18057681,MCCD1,34,ENSG00000231975,401250,ENSG00000204511,Homo sapiens
Q18057681,MCCD1,34,ENSG00000238238,401250,ENSG00000204511,Homo sapiens
Q18057682,SAPCD1,47,ENSG00000227074,401251,ENSG00000228727,Homo sapiens
Q18057682,SAPCD1,47,ENSG00000227861,401251,ENSG00000228727,Homo sapiens
Q18057682,SAPCD1,47,ENSG00000228727,401251,ENSG00000228727,Homo sapiens
Q18057682,SAPCD1,47,ENSG00000229176,401251,ENSG00000228727,Homo sapiens
Q18057682,SAPCD1,47,ENSG00000234951,401251,ENSG00000228727,Homo sapiens
Q18057682,SAPCD1,47,ENSG00000237918,401251,ENSG00000228727,Homo sapiens
Q18057683,LINC00336,11,,401253,ENSG00000197251,Homo sapiens
Q18057684,RAB44,31,ENSG00000255587,401258,ENSG00000255587,Homo sapiens
Q18057686,LINC00951,12,,401260,ENSG00000204092,Homo sapiens
Q18057687,CRIP3,30,ENSG00000146215,401262,ENSG00000146215,Homo sapiens
Q18057688,TRAM2-AS1,11,,401264,ENSG00000225791,Homo sapiens
Q18057689,KLHL31,27,ENSG00000124743,401265,ENSG00000124743,Homo sapiens
Q18057691,LINC00242,12,,401288,ENSG00000229214,Homo sapiens
Q18057693,ZNF815P,10,,401303,ENSG00000235944,Homo sapiens
Q18057694,EIF4HP1,8,,401316,ENSG00000233830,Homo sapiens
Q18057696,RASA4CP,10,,401331,ENSG00000228903,Homo sapiens
Q18057697,C7orf65,19,ENSG00000221845,401335,ENSG00000221845,Homo sapiens
Q18057699,LINC01446,11,,401337,ENSG00000205628,Homo sapiens
Q18057702,GTF2IRD2P1,10,,401375,ENSG00000214544,Homo sapiens
Q18057703,LRRD1,25,ENSG00000240720,401387,ENSG00000240720,Homo sapiens
Q18057705,AZGP1P2,9,,401393,ENSG00000214252,Homo sapiens
Q18057709,POT1-AS1,12,,401398,ENSG00000224897,Homo sapiens
Q18057710,PRRT4,33,ENSG00000224940,401399,ENSG00000224940,Homo sapiens
Q18057711,RAB19,27,ENSG00000146955,401409,ENSG00000146955,Homo sapiens
Q18057712,OR2A7,25,ENSG00000243896,401427,ENSG00000243896,Homo sapiens
Q18057712,OR2A7,25,ENSG00000284749,401427,ENSG00000243896,Homo sapiens
Q18057714,ATP6V0E2-AS1,11,,401431,ENSG00000204934,Homo sapiens
Q18057715,USP17L1,20,ENSG00000230549,401447,ENSG00000230549,Homo sapiens
Q18057715,USP17L1,20,ENSG00000277802,401447,ENSG00000230549,Homo sapiens
Q18057716,OR7E96P,9,,401450,ENSG00000227013,Homo sapiens
Q18057719,SAMD12,39,ENSG00000177570,401474,ENSG00000177570,Homo sapiens
Q18057721,VLDLR-AS1,10,,401491,ENSG00000236404,Homo sapiens
Q18057722,LINC01235,10,,401492,ENSG00000270547,Homo sapiens
Q18057723,HACD4,30,ENSG00000188921,401494,ENSG00000188921,Homo sapiens
Q18057726,TMEM215,22,ENSG00000188133,401498,ENSG00000188133,Homo sapiens
Q18057727,TOMM5,26,ENSG00000175768,401505,ENSG00000175768,Homo sapiens
Q18057728,FAM74A1,11,,401507,ENSG00000215112,Homo sapiens
Q18057729,FAM74A4,13,,401508,ENSG00000274583,Homo sapiens
Q18057730,ZNF658B,12,,401509,ENSG00000198416,Homo sapiens
Q18057731,CDK2AP2P3,9,,401525,ENSG00000226020,Homo sapiens
Q18057732,DDX10P2,9,,401533,ENSG00000230360,Homo sapiens
Q18057735,RPSAP49,9,,401537,ENSG00000226327,Homo sapiens
Q18057736,OR7E109P,9,,401540,ENSG00000236316,Homo sapiens
Q18057737,CENPP,32,ENSG00000188312,401541,ENSG00000188312,Homo sapiens
Q18057738,C9orf152,24,ENSG00000188959,401546,ENSG00000188959,Homo sapiens
Q18057739,SNX30,28,ENSG00000148158,401548,ENSG00000148158,Homo sapiens
Q18057740,TTLL11-IT1,8,,105376261,ENSG00000237548,Homo sapiens
Q18057741,WDR38,29,ENSG00000136918,401551,ENSG00000136918,Homo sapiens
Q18057742,LINC01451,10,,401561,ENSG00000279141,Homo sapiens
Q18057743,LCNL1,22,ENSG00000214402,401562,ENSG00000214402,Homo sapiens
