item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q66660450,Gm25802,14,ENSMUSG00000064573,115489813,ENSMUSG00000064573,Mus musculus
Q66670488,Gm24920,14,ENSMUSG00000064952,115489814,ENSMUSG00000064952,Mus musculus
Q66661316,Gm22480,14,ENSMUSG00000084517,115489815,ENSMUSG00000084517,Mus musculus
Q66660451,Gm23686,14,ENSMUSG00000096391,115489816,ENSMUSG00000096391,Mus musculus
Q66659971,Gm24494,14,ENSMUSG00000065738,115489817,ENSMUSG00000065738,Mus musculus
Q66659972,Gm22581,14,ENSMUSG00000065669,115489818,ENSMUSG00000065669,Mus musculus
Q66659973,Gm24728,14,ENSMUSG00000088851,115489819,ENSMUSG00000088851,Mus musculus
Q66665295,Gm24608,14,ENSMUSG00000077569,115489820,ENSMUSG00000077569,Mus musculus
Q66661921,Gm24136,14,ENSMUSG00000095513,115489821,ENSMUSG00000095513,Mus musculus
Q66661317,Gm25188,14,ENSMUSG00000065847,115489822,ENSMUSG00000065847,Mus musculus
Q66661922,Gm25820,14,ENSMUSG00000105448,115489824,ENSMUSG00000105288,Mus musculus
Q66661922,Gm25820,14,ENSMUSG00000105448,115489824,ENSMUSG00000105448,Mus musculus
Q66670490,Gm22944,14,ENSMUSG00000089287,115489825,ENSMUSG00000089287,Mus musculus
Q66667923,Gm24780,14,ENSMUSG00000088260,115489826,ENSMUSG00000088260,Mus musculus
Q66662913,Gm24963,14,ENSMUSG00000088541,115489827,ENSMUSG00000088541,Mus musculus
Q66667925,Gm23511,14,ENSMUSG00000065018,115489832,ENSMUSG00000065018,Mus musculus
Q66659975,n-R5s195,14,ENSMUSG00000093952,115489841,ENSMUSG00000093952,Mus musculus
Q66661928,Gm23330,14,ENSMUSG00000096211,115489842,ENSMUSG00000096211,Mus musculus
Q66661929,Gm23376,14,ENSMUSG00000064872,115489843,ENSMUSG00000064872,Mus musculus
Q66661930,Gm22826,14,ENSMUSG00000065708,115489845,ENSMUSG00000065708,Mus musculus
Q66661931,Gm22433,14,ENSMUSG00000089175,115489846,ENSMUSG00000089175,Mus musculus
Q66667359,Gm22713,14,ENSMUSG00000080545,115489847,ENSMUSG00000080545,Mus musculus
Q66667928,Gm23336,14,ENSMUSG00000080673,115489848,ENSMUSG00000080673,Mus musculus
Q66659494,Gm23796,14,ENSMUSG00000065945,115489849,ENSMUSG00000065945,Mus musculus
Q66670495,Gm23441,14,ENSMUSG00000087893,115489850,ENSMUSG00000087893,Mus musculus
Q66661932,Gm23897,14,ENSMUSG00000088735,115489853,ENSMUSG00000088735,Mus musculus
Q66661933,Gm22009,14,ENSMUSG00000089417,115489854,ENSMUSG00000089417,Mus musculus
Q66659976,Gm25796,14,ENSMUSG00000064579,115489856,ENSMUSG00000064579,Mus musculus
Q66660453,Gm23054,14,ENSMUSG00000064738,115489857,ENSMUSG00000064738,Mus musculus
Q66659977,Gm23850,14,ENSMUSG00000065764,115489862,ENSMUSG00000065764,Mus musculus
Q66661326,Gm26361,8,,115489865,ENSMUSG00000089493,Mus musculus
Q66660457,Gm22073,14,ENSMUSG00000084617,115489869,ENSMUSG00000084617,Mus musculus
Q66661935,Gm25127,14,ENSMUSG00000065270,115489876,ENSMUSG00000065270,Mus musculus
Q66661936,Gm22798,14,ENSMUSG00000065926,115489877,ENSMUSG00000065926,Mus musculus
Q66662917,Gm25869,14,ENSMUSG00000065789,115489878,ENSMUSG00000065789,Mus musculus
Q66659979,Gm22682,14,ENSMUSG00000065788,115489879,ENSMUSG00000065788,Mus musculus
Q66660460,Gm24260,14,ENSMUSG00000065675,115489880,ENSMUSG00000065675,Mus musculus
Q66661328,Gm22295,14,ENSMUSG00000065245,115489881,ENSMUSG00000065245,Mus musculus
Q66661937,Gm24458,14,ENSMUSG00000065138,115489882,ENSMUSG00000065138,Mus musculus
Q66661329,Gm24584,14,ENSMUSG00000088597,115489883,ENSMUSG00000088597,Mus musculus
Q66661938,Gm24456,14,ENSMUSG00000065132,115489884,ENSMUSG00000065132,Mus musculus
Q66661330,Gm26465,14,ENSMUSG00000095712,115489885,ENSMUSG00000095712,Mus musculus
Q18247619,Adra1a,38,ENSMUSG00000045875,11549,ENSMUSG00000045875,Mus musculus
Q66667367,Gm24099,14,ENSMUSG00000096564,115490002,ENSMUSG00000096564,Mus musculus
Q66667960,Gm23975,14,ENSMUSG00000064619,115490003,ENSMUSG00000064619,Mus musculus
Q66661338,Gm22055,14,ENSMUSG00000065322,115490004,ENSMUSG00000065322,Mus musculus
Q66667369,Gm24042,14,ENSMUSG00000065048,115490006,ENSMUSG00000065048,Mus musculus
Q66670519,Gm23423,14,ENSMUSG00000075958,115490007,ENSMUSG00000075958,Mus musculus
Q66659512,Gm22345,14,ENSMUSG00000084593,115490008,ENSMUSG00000084593,Mus musculus
Q66667370,Gm22573,14,ENSMUSG00000064916,115490009,ENSMUSG00000064916,Mus musculus
Q66660477,Gm26017,8,,115490010,ENSMUSG00000077597,Mus musculus
Q66659513,Gm26424,14,ENSMUSG00000084479,115490012,ENSMUSG00000084479,Mus musculus
Q66665327,Gm25705,14,ENSMUSG00000065053,115490013,ENSMUSG00000065053,Mus musculus
Q66662928,Gm24697,14,ENSMUSG00000065815,115490014,ENSMUSG00000065815,Mus musculus
Q66661339,Gm24762,14,ENSMUSG00000065623,115490015,ENSMUSG00000065623,Mus musculus
Q66670521,Gm25323,14,ENSMUSG00000084504,115490016,ENSMUSG00000084504,Mus musculus
Q66659992,Gm24796,14,ENSMUSG00000095898,115490017,ENSMUSG00000095898,Mus musculus
Q66670523,Gm24468,14,ENSMUSG00000077677,115490018,ENSMUSG00000077677,Mus musculus
Q66662929,Gm24234,14,ENSMUSG00000077504,115490019,ENSMUSG00000077504,Mus musculus
Q66662930,Gm26049,14,ENSMUSG00000087938,115490020,ENSMUSG00000087938,Mus musculus
Q66661340,Gm25637,14,ENSMUSG00000088154,115490021,ENSMUSG00000088154,Mus musculus
Q66661513,Gm24965,14,ENSMUSG00000088547,115490022,ENSMUSG00000088547,Mus musculus
Q66659514,Gm23354,14,ENSMUSG00000089051,115490023,ENSMUSG00000089051,Mus musculus
Q66667371,Gm22605,14,ENSMUSG00000088914,115490024,ENSMUSG00000088914,Mus musculus
Q66661514,Gm25623,14,ENSMUSG00000087841,115490025,ENSMUSG00000087841,Mus musculus
Q66659515,Gm25827,14,ENSMUSG00000087714,115490026,ENSMUSG00000087714,Mus musculus
Q66667372,Gm25600,14,ENSMUSG00000088982,115490028,ENSMUSG00000088982,Mus musculus
Q66660478,Gm26084,14,ENSMUSG00000088528,115490029,ENSMUSG00000088528,Mus musculus
Q66667373,Gm22221,14,ENSMUSG00000087987,115490031,ENSMUSG00000087987,Mus musculus
Q66659516,Gm25982,14,ENSMUSG00000088545,115490032,ENSMUSG00000088545,Mus musculus
Q66667962,Gm22042,14,ENSMUSG00000064923,115490033,ENSMUSG00000064923,Mus musculus
Q66667375,Gm27521,14,ENSMUSG00000098261,115490036,ENSMUSG00000098261,Mus musculus
Q66665331,Gm22100,14,ENSMUSG00000088551,115490037,ENSMUSG00000088551,Mus musculus
Q66662932,Gm25010,14,ENSMUSG00000089028,115490038,ENSMUSG00000089028,Mus musculus
Q66667965,Gm26087,14,ENSMUSG00000088526,115490039,ENSMUSG00000088526,Mus musculus
Q66659517,Gm25581,14,ENSMUSG00000065344,115490042,ENSMUSG00000065344,Mus musculus
Q66667377,Gm25877,14,ENSMUSG00000077514,115490043,ENSMUSG00000077514,Mus musculus
Q66667379,Gm22980,14,ENSMUSG00000064542,115490044,ENSMUSG00000064542,Mus musculus
Q66667967,Gm23540,14,ENSMUSG00000088168,115490045,ENSMUSG00000088168,Mus musculus
Q66667970,Gm25480,14,ENSMUSG00000065151,115490047,ENSMUSG00000065151,Mus musculus
Q66665334,Gm22247,14,ENSMUSG00000064410,115490048,ENSMUSG00000064410,Mus musculus
Q66665335,Gm25788,14,ENSMUSG00000064655,115490049,ENSMUSG00000064655,Mus musculus
Q66670526,Gm22154,14,ENSMUSG00000065778,115490050,ENSMUSG00000065778,Mus musculus
Q66662936,Gm22767,14,ENSMUSG00000088990,115490051,ENSMUSG00000088990,Mus musculus
Q66662937,Gm26036,14,ENSMUSG00000088774,115490052,ENSMUSG00000088774,Mus musculus
Q66667974,Gm23738,14,ENSMUSG00000064762,115490060,ENSMUSG00000064762,Mus musculus
Q66665337,Gm24152,14,ENSMUSG00000064698,115490063,ENSMUSG00000064698,Mus musculus
Q66662938,Gm25004,14,ENSMUSG00000065745,115490064,ENSMUSG00000065745,Mus musculus
Q66662939,Gm24977,14,ENSMUSG00000065040,115490065,ENSMUSG00000065040,Mus musculus
Q66659997,Gm25938,14,ENSMUSG00000077327,115490066,ENSMUSG00000077327,Mus musculus
Q66661953,Gm26047,8,,115490069,ENSMUSG00000087933,Mus musculus
Q66661953,Gm26047,8,,115490069,ENSMUSG00000106163,Mus musculus
Q66670527,Gm24837,14,ENSMUSG00000089308,115490071,ENSMUSG00000089308,Mus musculus
Q66659523,Gm22888,14,ENSMUSG00000089265,115490072,ENSMUSG00000089265,Mus musculus
Q66667977,Gm25124,14,ENSMUSG00000065279,115490075,ENSMUSG00000065279,Mus musculus
Q66661515,Gm25899,14,ENSMUSG00000064606,115490084,ENSMUSG00000064606,Mus musculus
Q66665342,Gm25270,14,ENSMUSG00000084555,115490086,ENSMUSG00000084555,Mus musculus
Q66661516,Gm23287,14,ENSMUSG00000096280,115490087,ENSMUSG00000096280,Mus musculus
Q66660480,Gm23143,14,ENSMUSG00000094405,115490088,ENSMUSG00000094405,Mus musculus
Q66662941,Gm25099,14,ENSMUSG00000095676,115490089,ENSMUSG00000095676,Mus musculus
Q66659527,Gm24978,14,ENSMUSG00000096423,115490090,ENSMUSG00000096423,Mus musculus
Q66667979,Gm24967,14,ENSMUSG00000095361,115490091,ENSMUSG00000095361,Mus musculus
Q66661517,Gm22092,14,ENSMUSG00000095805,115490092,ENSMUSG00000095805,Mus musculus
Q66670530,Gm25173,14,ENSMUSG00000095003,115490093,ENSMUSG00000095003,Mus musculus
Q66665344,Gm26138,14,ENSMUSG00000096195,115490094,ENSMUSG00000096195,Mus musculus
Q66660481,Gm23412,14,ENSMUSG00000096801,115490095,ENSMUSG00000096801,Mus musculus
Q66670532,Gm23148,14,ENSMUSG00000096713,115490096,ENSMUSG00000096713,Mus musculus
Q66665345,Gm24317,14,ENSMUSG00000096738,115490097,ENSMUSG00000096738,Mus musculus
Q66660482,Gm25137,14,ENSMUSG00000065185,115490098,ENSMUSG00000065185,Mus musculus
Q66665348,Gm23138,14,ENSMUSG00000065299,115490099,ENSMUSG00000065299,Mus musculus
Q66660483,Gm22685,14,ENSMUSG00000064782,115490100,ENSMUSG00000064782,Mus musculus
Q66667384,Gm24448,14,ENSMUSG00000065913,115490101,ENSMUSG00000065913,Mus musculus
Q66668000,Gm26335,14,ENSMUSG00000096091,115490220,ENSMUSG00000096091,Mus musculus
Q66661966,Gm22583,14,ENSMUSG00000096238,115490221,ENSMUSG00000096238,Mus musculus
Q66660499,Gm26285,14,ENSMUSG00000095016,115490222,ENSMUSG00000095016,Mus musculus
Q66665365,Gm22618,14,ENSMUSG00000095857,115490223,ENSMUSG00000095857,Mus musculus
Q66665367,Gm25525,14,ENSMUSG00000093932,115490224,ENSMUSG00000093932,Mus musculus
Q66661526,Gm24897,14,ENSMUSG00000095133,115490225,ENSMUSG00000095133,Mus musculus
Q66660009,Gm25937,14,ENSMUSG00000094471,115490226,ENSMUSG00000094471,Mus musculus
Q66665369,Gm24121,14,ENSMUSG00000075983,115490227,ENSMUSG00000075983,Mus musculus
Q66667395,Gm22740,14,ENSMUSG00000065373,115490228,ENSMUSG00000065373,Mus musculus
Q66667396,Gm24538,14,ENSMUSG00000093875,115490229,ENSMUSG00000093875,Mus musculus
Q66661527,Gm24097,14,ENSMUSG00000096561,115490230,ENSMUSG00000096561,Mus musculus
Q66662959,Gm22887,14,ENSMUSG00000096346,115490231,ENSMUSG00000096346,Mus musculus
Q66659539,Gm24311,14,ENSMUSG00000093856,115490232,ENSMUSG00000093856,Mus musculus
Q66662960,Gm22716,14,ENSMUSG00000095178,115490233,ENSMUSG00000095178,Mus musculus
Q66668001,Gm23932,14,ENSMUSG00000096290,115490234,ENSMUSG00000096290,Mus musculus
Q66668003,Gm23570,14,ENSMUSG00000096882,115490235,ENSMUSG00000096882,Mus musculus
Q66665370,Gm22974,14,ENSMUSG00000065235,115490236,ENSMUSG00000065235,Mus musculus
Q66659540,Gm26072,14,ENSMUSG00000094803,115490237,ENSMUSG00000094803,Mus musculus
Q66665372,Gm22779,14,ENSMUSG00000077273,115490239,ENSMUSG00000077273,Mus musculus
Q66661528,Gm25918,14,ENSMUSG00000077454,115490240,ENSMUSG00000077454,Mus musculus
Q66662961,Gm24839,14,ENSMUSG00000084551,115490241,ENSMUSG00000084551,Mus musculus
Q66659542,Gm23312,14,ENSMUSG00000089399,115490243,ENSMUSG00000089399,Mus musculus
Q66662962,Gm22929,14,ENSMUSG00000093258,115490245,ENSMUSG00000093258,Mus musculus
Q66670549,Gm24502,14,ENSMUSG00000089078,115490246,ENSMUSG00000089078,Mus musculus
Q66667397,Gm24304,14,ENSMUSG00000095594,115490249,ENSMUSG00000095594,Mus musculus
Q66661529,Gm24131,14,ENSMUSG00000089164,115490250,ENSMUSG00000089164,Mus musculus
Q66660010,Gm24878,14,ENSMUSG00000089407,115490251,ENSMUSG00000089407,Mus musculus
Q66661968,Gm26411,14,ENSMUSG00000088293,115490252,ENSMUSG00000088293,Mus musculus
Q66659545,Gm23331,14,ENSMUSG00000088048,115490255,ENSMUSG00000088048,Mus musculus
Q66662965,Gm25335,14,ENSMUSG00000088668,115490258,ENSMUSG00000088668,Mus musculus
Q66662966,Gm25521,14,ENSMUSG00000089018,115490261,ENSMUSG00000089018,Mus musculus
Q66667398,Gm24512,14,ENSMUSG00000092704,115490262,ENSMUSG00000092704,Mus musculus
Q66668005,Gm23067,14,ENSMUSG00000088863,115490265,ENSMUSG00000088863,Mus musculus
Q66670551,Gm22270,14,ENSMUSG00000077222,115490266,ENSMUSG00000077222,Mus musculus
Q66660011,Gm26387,14,ENSMUSG00000077426,115490267,ENSMUSG00000077426,Mus musculus
Q66668008,Gm25290,14,ENSMUSG00000084745,115490269,ENSMUSG00000084745,Mus musculus
Q66661531,Gm26286,14,ENSMUSG00000077354,115490271,ENSMUSG00000077354,Mus musculus
Q66660012,Gm23532,14,ENSMUSG00000077757,115490272,ENSMUSG00000077757,Mus musculus
Q66662967,Gm23245,14,ENSMUSG00000065304,115490273,ENSMUSG00000065304,Mus musculus
Q66661969,Gm22897,14,ENSMUSG00000105400,115490274,ENSMUSG00000105400,Mus musculus
Q66661969,Gm22897,14,ENSMUSG00000105400,115490274,ENSMUSG00000106272,Mus musculus
Q66662968,Gm22728,14,ENSMUSG00000088712,115490275,ENSMUSG00000088712,Mus musculus
Q66667399,Gm23993,14,ENSMUSG00000088103,115490277,ENSMUSG00000088103,Mus musculus
Q66667400,Gm24626,14,ENSMUSG00000064555,115490280,ENSMUSG00000064555,Mus musculus
Q66667401,Gm25513,14,ENSMUSG00000065795,115490286,ENSMUSG00000065795,Mus musculus
Q66670552,Gm22656,14,ENSMUSG00000077387,115490287,ENSMUSG00000077387,Mus musculus
Q66660505,Gm23458,14,ENSMUSG00000065191,115490288,ENSMUSG00000065191,Mus musculus
Q66662970,Gm22490,14,ENSMUSG00000087813,115490289,ENSMUSG00000087813,Mus musculus
Q66660015,Gm25492,14,ENSMUSG00000088008,115490291,ENSMUSG00000088008,Mus musculus
Q66661534,Gm26044,14,ENSMUSG00000080566,115490292,ENSMUSG00000080566,Mus musculus
Q66659550,Gm24524,14,ENSMUSG00000064859,115490294,ENSMUSG00000064859,Mus musculus
Q66662972,Gm24671,14,ENSMUSG00000077347,115490298,ENSMUSG00000077347,Mus musculus
Q66660018,Gm23838,14,ENSMUSG00000088692,115490300,ENSMUSG00000088692,Mus musculus
Q66660507,Gm25721,14,ENSMUSG00000088121,115490301,ENSMUSG00000088121,Mus musculus
Q66660508,Gm24623,14,ENSMUSG00000064550,115490304,ENSMUSG00000064550,Mus musculus
Q66661975,Gm24525,14,ENSMUSG00000064851,115490314,ENSMUSG00000064851,Mus musculus
Q66661976,Gm24407,14,ENSMUSG00000094377,115490316,ENSMUSG00000094377,Mus musculus
Q66660512,Gm24265,14,ENSMUSG00000096243,115490317,ENSMUSG00000096243,Mus musculus
Q66670556,Gm25284,14,ENSMUSG00000095531,115490318,ENSMUSG00000095531,Mus musculus
Q66661977,Gm22249,14,ENSMUSG00000064419,115490319,ENSMUSG00000064419,Mus musculus
Q66660022,Gm25211,14,ENSMUSG00000096303,115490323,ENSMUSG00000096303,Mus musculus
Q66662973,Gm23092,14,ENSMUSG00000094938,115490324,ENSMUSG00000094938,Mus musculus
Q66665379,Gm24242,14,ENSMUSG00000095272,115490325,ENSMUSG00000095272,Mus musculus
Q66668015,Gm22450,14,ENSMUSG00000095502,115490326,ENSMUSG00000095502,Mus musculus
Q66665380,Gm23712,14,ENSMUSG00000095112,115490327,ENSMUSG00000095112,Mus musculus
Q66659553,Gm25672,14,ENSMUSG00000095052,115490328,ENSMUSG00000095052,Mus musculus
Q66660023,Gm25473,14,ENSMUSG00000094833,115490329,ENSMUSG00000094833,Mus musculus
Q66661978,Gm22308,14,ENSMUSG00000096124,115490330,ENSMUSG00000096124,Mus musculus
Q66661979,Gm23151,14,ENSMUSG00000094875,115490331,ENSMUSG00000094875,Mus musculus
Q66661990,n-R5s162,14,ENSMUSG00000064515,115490446,ENSMUSG00000064515,Mus musculus
Q66667416,Gm23013,14,ENSMUSG00000077334,115490447,ENSMUSG00000077334,Mus musculus
Q66667418,Gm24947,14,ENSMUSG00000088959,115490448,ENSMUSG00000088959,Mus musculus
Q66660525,Gm25205,14,ENSMUSG00000064775,115490449,ENSMUSG00000064775,Mus musculus
Q66662981,Gm22212,14,ENSMUSG00000088721,115490451,ENSMUSG00000088721,Mus musculus
Q66668040,Gm26373,14,ENSMUSG00000088458,115490453,ENSMUSG00000088458,Mus musculus
Q66660526,Gm26022,14,ENSMUSG00000089288,115490454,ENSMUSG00000089288,Mus musculus
Q66661547,Gm22621,8,,115490455,ENSMUSG00000094188,Mus musculus
Q66660032,Gm23035,14,ENSMUSG00000088627,115490456,ENSMUSG00000088627,Mus musculus
Q66660527,Gm22321,14,ENSMUSG00000087777,115490457,ENSMUSG00000087777,Mus musculus
Q66662983,Gm23231,14,ENSMUSG00000087924,115490458,ENSMUSG00000087924,Mus musculus
Q66660033,Gm24533,14,ENSMUSG00000065072,115490459,ENSMUSG00000065072,Mus musculus
Q66668043,Gm25402,14,ENSMUSG00000064900,115490460,ENSMUSG00000064900,Mus musculus
Q66668045,Gm26160,14,ENSMUSG00000089590,115490461,ENSMUSG00000089590,Mus musculus
Q66667419,Gm27549,14,ENSMUSG00000098970,115490463,ENSMUSG00000098970,Mus musculus
Q66667420,Gm24784,14,ENSMUSG00000088265,115490464,ENSMUSG00000088265,Mus musculus
Q66662984,Gm25852,14,ENSMUSG00000064724,115490466,ENSMUSG00000064724,Mus musculus
Q66667421,Gm23960,14,ENSMUSG00000087831,115490467,ENSMUSG00000087831,Mus musculus
Q66668046,Gm26175,14,ENSMUSG00000065728,115490468,ENSMUSG00000065728,Mus musculus
Q66662985,Gm23346,14,ENSMUSG00000065750,115490470,ENSMUSG00000065750,Mus musculus
Q66668048,Gm25434,14,ENSMUSG00000088903,115490473,ENSMUSG00000088903,Mus musculus
Q66659561,Gm23339,14,ENSMUSG00000089587,115490476,ENSMUSG00000089587,Mus musculus
Q66667424,Gm22155,14,ENSMUSG00000065770,115490484,ENSMUSG00000065770,Mus musculus
Q66662986,Gm26264,14,ENSMUSG00000065212,115490485,ENSMUSG00000065212,Mus musculus
Q66662987,Gm23510,14,ENSMUSG00000065017,115490486,ENSMUSG00000065017,Mus musculus
Q66661550,Gm25589,14,ENSMUSG00000064436,115490487,ENSMUSG00000064436,Mus musculus
Q66668050,Gm23727,14,ENSMUSG00000094980,115490488,ENSMUSG00000094980,Mus musculus
Q66668051,Gm23485,14,ENSMUSG00000077369,115490489,ENSMUSG00000077369,Mus musculus
Q66661995,Gm23751,14,ENSMUSG00000088208,115490492,ENSMUSG00000088208,Mus musculus
Q66661551,Gm22283,14,ENSMUSG00000064490,115490497,ENSMUSG00000064490,Mus musculus
Q66665402,Gm26105,14,ENSMUSG00000087878,115490501,ENSMUSG00000087878,Mus musculus
Q66660532,Gm22418,14,ENSMUSG00000094963,115490508,ENSMUSG00000094963,Mus musculus
Q66660533,Gm25737,14,ENSMUSG00000095489,115490509,ENSMUSG00000095489,Mus musculus
Q66670585,Gm26058,14,ENSMUSG00000094367,115490510,ENSMUSG00000094367,Mus musculus
Q66662989,Gm23924,14,ENSMUSG00000064408,115490511,ENSMUSG00000064408,Mus musculus
Q66670587,Gm24565,14,ENSMUSG00000094510,115490512,ENSMUSG00000094510,Mus musculus
Q66660036,Gm25021,14,ENSMUSG00000093902,115490513,ENSMUSG00000093902,Mus musculus
Q66667433,Gm25327,14,ENSMUSG00000095086,115490514,ENSMUSG00000095086,Mus musculus
Q66661997,Gm23648,14,ENSMUSG00000095722,115490515,ENSMUSG00000095722,Mus musculus
Q66660037,Gm26501,14,ENSMUSG00000093999,115490516,ENSMUSG00000093999,Mus musculus
Q66662990,Gm22363,14,ENSMUSG00000065034,115490517,ENSMUSG00000065034,Mus musculus
Q66659564,Gm23002,14,ENSMUSG00000094026,115490518,ENSMUSG00000094026,Mus musculus
Q66661553,Gm22828,14,ENSMUSG00000065702,115490519,ENSMUSG00000065702,Mus musculus
Q66662991,Gm24611,14,ENSMUSG00000065206,115490521,ENSMUSG00000065206,Mus musculus
Q66661555,Gm23625,14,ENSMUSG00000064391,115490523,ENSMUSG00000064391,Mus musculus
Q66670588,Gm23851,14,ENSMUSG00000065765,115490524,ENSMUSG00000065765,Mus musculus
Q66667434,Gm26011,14,ENSMUSG00000077598,115490526,ENSMUSG00000077598,Mus musculus
Q18247620,Adra1d,14,,11550,ENSMUSG00000027335,Mus musculus
Q18247621,Adra2a,15,,11551,ENSMUSG00000033717,Mus musculus
Q18247622,Adra2b,22,ENSMUSG00000058620,11552,ENSMUSG00000058620,Mus musculus
Q18247623,Adra2c,19,ENSMUSG00000045318,11553,ENSMUSG00000045318,Mus musculus
Q14916360,Adrb1,21,ENSMUSG00000035283,11554,ENSMUSG00000035283,Mus musculus
Q14916379,Adrb2,21,ENSMUSG00000045730,11555,ENSMUSG00000045730,Mus musculus
Q18247626,Adrb3,28,ENSMUSG00000031489,11556,ENSMUSG00000031489,Mus musculus
Q14914067,Adsl,32,ENSMUSG00000022407,11564,ENSMUSG00000022407,Mus musculus
Q18247628,Adssl1,26,ENSMUSG00000011148,11565,ENSMUSG00000011148,Mus musculus
Q18247629,Adss,22,ENSMUSG00000015961,11566,ENSMUSG00000015961,Mus musculus
Q18247630,Avil,30,ENSMUSG00000025432,11567,ENSMUSG00000025432,Mus musculus
Q18247631,Aebp1,21,ENSMUSG00000020473,11568,ENSMUSG00000020473,Mus musculus
Q18247632,Aebp2,36,ENSMUSG00000030232,11569,ENSMUSG00000030232,Mus musculus
Q18247633,Crisp1,19,ENSMUSG00000025431,11571,ENSMUSG00000025431,Mus musculus
Q18247634,Crisp3,18,ENSMUSG00000025433,11572,ENSMUSG00000025433,Mus musculus
Q14858823,Afp,22,ENSMUSG00000054932,11576,ENSMUSG00000054932,Mus musculus
Q21127614,Aga,27,ENSMUSG00000031521,11593,ENSMUSG00000031521,Mus musculus
Q18247638,Acan,20,ENSMUSG00000030607,11595,ENSMUSG00000030607,Mus musculus
Q21837928,Ager,37,ENSMUSG00000015452,11596,ENSMUSG00000015452,Mus musculus
Q14912177,Angpt1,22,ENSMUSG00000022309,11600,ENSMUSG00000022309,Mus musculus
Q18247641,Angpt2,20,ENSMUSG00000031465,11601,ENSMUSG00000031465,Mus musculus
Q18247642,Angpt4,19,ENSMUSG00000027460,11602,ENSMUSG00000027460,Mus musculus
Q14901303,Agrn,41,ENSMUSG00000041936,11603,ENSMUSG00000041936,Mus musculus
Q14872763,Agrp,21,ENSMUSG00000005705,11604,ENSMUSG00000005705,Mus musculus
Q14886382,Gla,22,ENSMUSG00000031266,11605,ENSMUSG00000031266,Mus musculus
Q14859648,Agt,23,ENSMUSG00000031980,11606,ENSMUSG00000031980,Mus musculus
Q15332830,Agtr1a,26,ENSMUSG00000049115,11607,ENSMUSG00000049115,Mus musculus
Q18247649,Agtr1b,21,ENSMUSG00000054988,11608,ENSMUSG00000054988,Mus musculus
Q18247650,Agtr2,21,ENSMUSG00000068122,11609,ENSMUSG00000068122,Mus musculus
Q18247651,Agtrap,23,ENSMUSG00000029007,11610,ENSMUSG00000029007,Mus musculus
Q18247652,Agxt,26,ENSMUSG00000026272,11611,ENSMUSG00000026272,Mus musculus
Q15314619,Nr0b1,19,ENSMUSG00000025056,11614,ENSMUSG00000025056,Mus musculus
Q14916313,Ahr,22,ENSMUSG00000019256,11622,ENSMUSG00000019256,Mus musculus
Q18247657,Ahrr,29,ENSMUSG00000021575,11624,ENSMUSG00000021575,Mus musculus
Q18247658,Ahsg,29,ENSMUSG00000022868,11625,ENSMUSG00000022868,Mus musculus
Q18247659,Aicda,21,ENSMUSG00000040627,11628,ENSMUSG00000040627,Mus musculus
Q18247660,Aif1,27,ENSMUSG00000024397,11629,ENSMUSG00000024397,Mus musculus
Q18247662,Aip,18,,11632,ENSMUSG00000024847,Mus musculus
Q14907299,Aire,47,ENSMUSG00000000731,11634,ENSMUSG00000000731,Mus musculus
Q18247664,Ak1,30,ENSMUSG00000026817,11636,ENSMUSG00000026817,Mus musculus
Q18247665,Ak2,27,ENSMUSG00000028792,11637,ENSMUSG00000028792,Mus musculus
Q18247666,Ak4,30,ENSMUSG00000028527,11639,ENSMUSG00000028527,Mus musculus
