,official gene symbol,cell type (general),cell type id (human),gene id
5699,RPRML,Interneurons,Q101405035,Q18056491
5700,CACNB1,Interneurons,Q101405035,Q17854940
5701,KCNQ5,Interneurons,Q101405035,Q18042393
5702,GABRA5,Interneurons,Q101405035,Q18025082
5703,HTR3A,Interneurons,Q101405035,Q18027439
5704,KCNIP2,Interneurons,Q101405035,Q18039779
5705,RGS10,Interneurons,Q101405035,Q18031119
5706,CPNE5,Interneurons,Q101405035,Q18044467
5707,CPNE5,Retinal ganglion cells,Q101405117,Q18044467
5708,DLX2,Interneurons,Q101405035,Q17914016
5709,DLX2,Neural stem/precursor cells,Q101405041,Q17914016
5710,DLX2,Neuroblasts,Q101405031,Q17914016
5711,ASCL3,Ionocytes,Q101404947,Q18042492
5712,FOXN4,Ionocytes,Q101404947,Q18049455
5713,TFCP2L1,Ionocytes,Q101404947,Q18039664
5714,SLC9A4,Ionocytes,Q101404947,Q18056591
5715,SLC9A7,Ionocytes,Q101404947,Q18047722
5716,TRPV4,Juxtaglomerular cells,Q101404858,Q15324120
5717,TRPV4,Merkel cells,Q101404933,Q15324120
5718,REN,Juxtaglomerular cells,Q101404858,Q14859578
5719,REN,Plasma cells,Q101405123,Q14859578
5720,MYH11,Juxtaglomerular cells,Q101404858,Q18029753
5721,MYH11,Myoepithelial cells,Q101404924,Q18029753
5722,MYH11,Peritubular myoid cells,Q101405058,Q18029753
5723,MYH11,Salivary mucous cells,Q101404929,Q18029753
5724,MYH11,Smooth muscle cells,Q101404901,Q18029753
5725,MYH11,Vascular smooth muscle cells,Q101404937,Q18029753
5726,CNN1,Juxtaglomerular cells,Q101404858,Q17907833
5727,CNN1,Myoepithelial cells,Q101404924,Q17907833
5728,CNN1,Salivary mucous cells,Q101404929,Q17907833
5729,CNN1,Smooth muscle cells,Q101404901,Q17907833
5730,CALML5,Keratinocytes,Q101405049,Q18040594
5731,FLG,Keratinocytes,Q101405049,Q410688
5732,KPRP,Keratinocytes,Q101405049,Q18058863
5733,TGM1,Keratinocytes,Q101405049,Q15311830
5734,PI3,Keratinocytes,Q101405049,Q18030525
5735,SPRR1A,Keratinocytes,Q101405049,Q18031676
5736,SPRR1A,Tanycytes,Q101405074,Q18031676
5737,GJB3,Keratinocytes,Q101405049,Q18026007
5738,IRF3,Keratinocytes,Q101405049,Q14914339
5739,SIRT7,Keratinocytes,Q101405049,Q18040383
5740,RIPK4,Keratinocytes,Q101405049,Q18040927
5741,REL,Keratinocytes,Q101405049,Q18031085
5742,IL13RA1,Keratinocytes,Q101405049,Q18027880
5743,IL13RA1,Tuft cells,Q101404870,Q18027880
5744,IL13RA1,Tuft cells,Q101404871,Q18027880
5745,SGPP1,Keratinocytes,Q101405049,Q18047015
5746,PKP1,Keratinocytes,Q101405049,Q18030570
5747,ANXA8,Keratinocytes,Q101405049,Q18060564
5748,TRIM29,Keratinocytes,Q101405049,Q18037567
5749,DSC3,Keratinocytes,Q101405049,Q17914814
5750,FGF5,Keratinocytes,Q101405049,Q17927870
5751,TFAP2A,Keratinocytes,Q101405049,Q18031952
5752,TFAP2A,Melanocytes,Q101404894,Q18031952
5753,LGALS7,Keratinocytes,Q101405049,Q18028537
5754,LGALS7,Mesothelial cells,Q101405100,Q18028537
5755,KRT10,Keratinocytes,Q101405049,Q14864188
5756,KRT10,Pancreatic stellate cells,Q101404859,Q14864188
5757,SBSN,Keratinocytes,Q101405049,Q18056112
5758,KRT84,Keratinocytes,Q101405049,Q18028410
5759,KRT36,Keratinocytes,Q101405049,Q18033218
5760,OSR1,Kidney progenitor cells,Q101405120,Q18049982
5761,OSR1,Mesothelial cells,Q101405100,Q18049982
5762,EYA1,Kidney progenitor cells,Q101405120,Q17917742
5763,SALL1,Kidney progenitor cells,Q101405120,Q18031372
5764,SALL1,Microglia,Q101404888,Q18031372
5765,TNF,Kupffer cells,Q101405068,Q18032037
5766,TNF,Macrophages,Q101405081,Q18032037
5767,TNF,Monocytes,Q101405036,Q18032037
5768,TNF,T helper cells,Q101423298,Q18032037
5769,TNF,T helper cells,Q101404876,Q18032037
5770,TNF,Thymocytes,Q101405038,Q18032037
5771,MPO,Kupffer cells,Q101405068,Q21789542
5772,MPO,Neutrophils,Q101405102,Q21789542
5773,PROK2,Kupffer cells,Q101405068,Q18045453
5774,PROK2,Neuroblasts,Q101405031,Q18045453
5775,STARD5,Kupffer cells,Q101405068,Q18046783
5776,MSR1,Kupffer cells,Q101405068,Q18029448
5777,TREM1,Kupffer cells,Q101405068,Q18040974
5778,TREM1,Neutrophils,Q101405102,Q18040974
5779,CHIT1,Kupffer cells,Q101405068,Q17861816
5780,CHIT1,Macrophages,Q101405081,Q17861816
5781,OSM,Kupffer cells,Q101405068,Q18252851
5782,OSM,Neutrophils,Q101405102,Q18252851
5783,CLEC4F,Kupffer cells,Q101405068,Q18052613
5784,G6PD,Kupffer cells,Q101405068,Q14877634
5785,TIMD4,Kupffer cells,Q101405068,Q18048577
5786,SLC15A3,Kupffer cells,Q101405068,Q18040169
5787,SLC15A3,Macrophages,Q101405081,Q18040169
5788,CCR5,Kupffer cells,Q101405068,Q14865176
5789,CCR5,Macrophages,Q101405081,Q14865176
5790,CCR5,Mast cells,Q101404923,Q14865176
5791,CCR5,Microglia,Q101404888,Q14865176
5792,CCR5,T helper cells,Q101423298,Q14865176
5793,CCR5,T helper cells,Q101404876,Q14865176
5794,CCR5,T memory cells,Q101405071,Q14865176
5795,FOLR2,Kupffer cells,Q101405068,Q17929016
5796,IRF7,Kupffer cells,Q101405068,Q18028003
5797,IRF7,Monocytes,Q101405036,Q18028003
5798,IRF7,Plasmacytoid dendritic cells,Q101405033,Q18028003
5799,IRF7,Tuft cells,Q101404870,Q18028003
5800,IRF7,Tuft cells,Q101404871,Q18028003
5801,SPIC,Kupffer cells,Q101405068,Q18049452
5802,SPIC,Red pulp macrophages,Q101404936,Q18049452
5803,CSF1R,Kupffer cells,Q101405068,Q5148523
5804,CSF1R,Macrophages,Q101405081,Q5148523
5805,CSF1R,Microglia,Q101404888,Q5148523
5806,CSF1R,Monocytes,Q101405036,Q5148523
5807,C1QC,Kupffer cells,Q101405068,Q17854035
5808,C1QA,Kupffer cells,Q101405068,Q17854024
5809,C1QB,Kupffer cells,Q101405068,Q17854030
5810,C1QB,Microglia,Q101404888,Q17854030
5811,CLEC4E,Kupffer cells,Q101405068,Q18038192
5812,CLEC4E,Neutrophils,Q101405102,Q18038192
5813,FCGR1A,Langerhans cells,Q101405080,Q17927763
5814,FCGR1A,Macrophages,Q101405081,Q17927763
5815,FCGR1A,Monocytes,Q101405036,Q17927763
5816,FCGR1A,Neutrophils,Q101405102,Q17927763
5817,HLA-DQA2,Langerhans cells,Q101405080,Q18026950
5818,HLA-DQB2,Langerhans cells,Q101405080,Q18026955
5819,HLA-DQB3,Langerhans cells,Q101405080,Q18026958
5820,HLA-DRB6,Langerhans cells,Q101405080,Q18026967
5821,HLA-DRB9,Langerhans cells,Q101405080,Q18026977
5822,FCGR2A,Langerhans cells,Q101405080,Q17927782
5823,FCGR2A,Platelets,Q101404882,Q17927782
5824,HSD11B2,Leydig cells,Q101405116,Q14901468
5825,HSD11B2,Principal cells,Q101404911,Q14901468
5826,KISS1,Leydig cells,Q101405116,Q14907310
5827,PDE8A,Leydig cells,Q101405116,Q18030417
5828,PDE8A,Oligodendrocytes,Q101404898,Q18030417
5829,DHCR7,Leydig cells,Q101405116,Q14905455
5830,DHCR7,Luteal cells,Q101404954,Q14905455
5831,CYP17A1,Leydig cells,Q101405116,Q14905207
5832,CYP11A1,Leydig cells,Q101405116,Q14905666
5833,CYP11A1,Luteal cells,Q101404954,Q14905666
5834,CYP11A1,Mast cells,Q101404923,Q14905666
5835,INSL3,Leydig cells,Q101405116,Q18027956
5836,LHCGR,Leydig cells,Q101405116,Q18028548
5837,LHCGR,Luteal cells,Q101404954,Q18028548
5838,MLANA,Leydig cells,Q101405116,Q17928811
5839,MLANA,Melanocytes,Q101404894,Q17928811
5840,MLANA,Trophoblast cells,Q101404927,Q17928811
5841,RLN1,Leydig cells,Q101405116,Q18031132
5842,RLN2,Leydig cells,Q101405116,Q18031139
5843,RLN3,Leydig cells,Q101405116,Q18049300
5844,STAR,Leydig cells,Q101405116,Q18031748
5845,STAR,Sertoli cells,Q101404909,Q18031748
5846,STAR,Trophoblast cells,Q101404927,Q18031748
5847,HSD17B3,Leydig cells,Q101405116,Q18027314
5848,HSD17B3,Sertoli cells,Q101404909,Q18027314
5849,CYP26B1,Leydig cells,Q101405116,Q18042403
5850,IGFBP5,Leydig cells,Q101405116,Q18027684
5851,IGFBP5,Tanycytes,Q101405074,Q18027684
5852,INHBA,Leydig cells,Q101405116,Q18027927
5853,INHBA,Pancreatic stellate cells,Q101404859,Q18027927
5854,INHBA,Trophoblast cells,Q101404927,Q18027927
5855,VIT,Leydig cells,Q101405116,Q18030486
5856,EDNRA,Leydig cells,Q101405116,Q390540
5857,EDNRA,Mast cells,Q101404923,Q390540
5858,ADAM21,Leydig cells,Q101405116,Q18033297
5859,ESRRG,Leydig cells,Q101405116,Q5401840
5860,GPRC6A,Leydig cells,Q101405116,Q18053564
5861,GAS6,Leydig cells,Q101405116,Q18025454
5862,PLAUR,Leydig cells,Q101405116,Q14883171
5863,CLDN16,Loop of Henle cells,Q101405109,Q18035605
5864,CLDN19,Loop of Henle cells,Q101405109,Q18051889
5865,CLDN19,Schwann cells,Q101404893,Q18051889
5866,CDH6,Loop of Henle cells,Q101405109,Q17859871
5867,ARVCF,Loop of Henle cells,Q101405109,Q17832165
5868,COX4I2,Loop of Henle cells,Q101405109,Q18047741
5869,COX4I2,Pericytes,Q101405045,Q18047741
5870,CYP4B1,Loop of Henle cells,Q101405109,Q17912137
5871,CYP4B1,Pulmonary alveolar type I cells,Q101405061,Q17912137
5872,PARVB,Loop of Henle cells,Q101405109,Q18039650
5873,SH3RF2,Loop of Henle cells,Q101405109,Q18052248
5874,GEM,Loop of Henle cells,Q101405109,Q18025755
5875,GEM,Pancreatic stellate cells,Q101404859,Q18025755
5876,GEM,T cells,Q101405075,Q18025755
5877,ENC1,Loop of Henle cells,Q101405109,Q18032994
5878,SPSB1,Loop of Henle cells,Q101405109,Q18046623
5879,ARID5A,Loop of Henle cells,Q101405109,Q18035899
5880,SLC14A2,Loop of Henle cells,Q101405109,Q18032754
5881,RNF182,Loop of Henle cells,Q101405109,Q18053520
5882,DRAM1,Loop of Henle cells,Q101405109,Q18041772
5883,ARC,Loop of Henle cells,Q101405109,Q18037024
5884,NEK6,Loop of Henle cells,Q101405109,Q18035829
5885,SMARCD3,Loop of Henle cells,Q101405109,Q18031601
5886,KCNT1,Loop of Henle cells,Q101405109,Q18043170
5887,PTGS2,Loop of Henle cells,Q101405109,Q20970156
5888,PTGS2,Mesothelial cells,Q101405100,Q20970156
5889,PTGS2,Neutrophils,Q101405102,Q20970156
5890,PTGS2,Platelets,Q101404882,Q20970156
5891,PPP1R1B,Loop of Henle cells,Q101405109,Q18047432
5892,PPP1R1B,Neuroendocrine cells,Q101405206,Q18047432
5893,PPP1R1B,Neurons,Q101405104,Q18047432
5894,LIPG,Loop of Henle cells,Q101405109,Q18034054
5895,LRRC66,Loop of Henle cells,Q101405109,Q18055370
5896,LRRC66,Mast cells,Q101404923,Q18055370
5897,FGFR2,Luminal epithelial cells,Q101404886,Q14911644
5898,FGFR2,Oligodendrocytes,Q101404898,Q14911644
5899,FGFR2,Osteoblasts,Q101405044,Q14911644
5900,ANKRD30A,Luminal epithelial cells,Q101404886,Q18048453
5901,SYTL2,Luminal epithelial cells,Q101404886,Q18041303
5902,SAA2,Luminal epithelial cells,Q101404886,Q18031363
5903,SERPINB4,Luminal epithelial cells,Q101404886,Q18031388
5904,SERPINB3,Luminal epithelial cells,Q101404886,Q18031387
5905,BTG1,Luminal epithelial cells,Q101404886,Q17853828
5906,STC2,Luminal epithelial cells,Q101404886,Q18033154
5907,TNFSF10,Luminal epithelial cells,Q101404886,Q14877599
5908,TNFSF10,Monocytes,Q101405036,Q14877599
5909,PIP,Luminal epithelial cells,Q101404886,Q18030559
5910,PIP,Mammary epithelial cells,Q101404863,Q18030559
5911,PIP,Salivary mucous cells,Q101404929,Q18030559
5912,DDR1,Luminal epithelial cells,Q101404886,Q17854856
5913,CEBPD,Luminal epithelial cells,Q101404886,Q17861086
5914,UXT,Luminal epithelial cells,Q101404886,Q18032909
5915,PTH1R,Luminal epithelial cells,Q101404886,Q18030907
5916,PTH1R,Osteoblasts,Q101405044,Q18030907
5917,PTH1R,Osteoclasts,Q101404928,Q18030907
5918,PTH1R,Pericytes,Q101405045,Q18030907
5919,PTH1R,Podocytes,Q101405039,Q18030907
5920,ATP2C2,Luminal epithelial cells,Q101404886,Q18034877
5921,ESR1,Luminal epithelial cells,Q101404886,Q14902310
5922,ESR1,Osteoblasts,Q101405044,Q14902310
5923,ESR1,Osteoclasts,Q101404928,Q14902310
5924,AKT1,Luteal cells,Q101404954,Q17816452
5925,SFRP4,Luteal cells,Q101404954,Q18031452
5926,SFRP4,Osteoblasts,Q101405044,Q18031452
5927,PLIN5,Luteal cells,Q101404954,Q18058405
5928,PGAM1,Luteal cells,Q101404954,Q18030494
5929,CHKA,Luteal cells,Q101404954,Q17861828
5930,PMPCB,Luteal cells,Q101404954,Q18034339
5931,BCAT1,Luteal cells,Q101404954,Q17838444
5932,AIF1L,Luteal cells,Q101404954,Q18047183
5933,AIF1L,Podocytes,Q101405039,Q18047183
5934,EPDR1,Luteal cells,Q101404954,Q18041226
5935,AVPI1,Luteal cells,Q101404954,Q18045271
5936,GAMT,Luteal cells,Q101404954,Q15335907
5937,GAMT,Oligodendrocytes,Q101404898,Q15335907
5938,GAMT,Sertoli cells,Q101404909,Q15335907
5939,TMEM86A,Luteal cells,Q101404954,Q18051101
5940,CITED4,Luteal cells,Q101404954,Q18052574
5941,FKBP5,Luteal cells,Q101404954,Q17928600
5942,ME1,Luteal cells,Q101404954,Q18028987
5943,ME1,Mesothelial cells,Q101405100,Q18028987
5944,LILRB4,Macrophages,Q101405081,Q18036021
5945,GPR34,Macrophages,Q101405081,Q18026410
5946,GPR34,Mast cells,Q101404923,Q18026410
5947,GPR34,Microglia,Q101404888,Q18026410
5948,CPM,Macrophages,Q101405081,Q12274528
5949,F13A1,Macrophages,Q101405081,Q5137664
5950,F13A1,Megakaryocytes,Q101404874,Q5137664
5951,F13A1,Platelets,Q101404882,Q5137664
5952,TGFBR1,Macrophages,Q101405081,Q14911572
5953,TGFBR1,Microglia,Q101404888,Q14911572
5954,SLAMF9,Macrophages,Q101405081,Q18048135
5955,LILRA5,Macrophages,Q101405081,Q18055900
5956,PARP14,Macrophages,Q101405081,Q18041139
5957,RBPJ,Macrophages,Q101405081,Q18027737
5958,SLCO2B1,Macrophages,Q101405081,Q18036460
5959,SLCO2B1,Microglia,Q101404888,Q18036460
5960,MARCH1,Macrophages,Q101405081,Q18041478
5961,EGLN3,Macrophages,Q101405081,Q18048844
5962,JAML,Macrophages,Q101405081,Q18049398
5963,JAML,Neutrophils,Q101405102,Q18049398
5964,FGL2,Macrophages,Q101405081,Q18035908
5965,FGL2,Monocytes,Q101405036,Q18035908
5966,CLEC4D,Macrophages,Q101405081,Q18055197
5967,CLEC4D,Neutrophils,Q101405102,Q18055197
5968,ADAM8,Macrophages,Q101405081,Q17709516
5969,ADAM8,Neutrophils,Q101405102,Q17709516
5970,ARL11,Macrophages,Q101405081,Q18049176
5971,MMP12,Macrophages,Q101405081,Q18029204
5972,MS4A4A,Macrophages,Q101405081,Q18040227
5973,MS4A4A,Plasma cells,Q101405123,Q18040227
5974,MS4A6A,Macrophages,Q101405081,Q18045618
5975,MS4A6A,Monocytes,Q101405036,Q18045618
5976,FPR1,Macrophages,Q101405081,Q18024349
5977,RAB20,Macrophages,Q101405081,Q18041929
5978,SNX20,Macrophages,Q101405081,Q18049574
5979,SNX20,Neutrophils,Q101405102,Q18049574
5980,FMNL1,Macrophages,Q101405081,Q17854288
5981,FMNL1,T cells,Q101405075,Q17854288
5982,NCEH1,Macrophages,Q101405081,Q18043139
5983,NCEH1,Mast cells,Q101404923,Q18043139
5984,CCL24,Macrophages,Q101405081,Q18031419
5985,CD300A,Macrophages,Q101405081,Q18036463
5986,CCL7,Macrophages,Q101405081,Q14907639
5987,CCL7,Mast cells,Q101404923,Q14907639
5988,IRF5,Macrophages,Q101405081,Q18028000
5989,IRF5,Plasmacytoid dendritic cells,Q101405033,Q18028000
5990,MYO1G,Macrophages,Q101405081,Q18045535
5991,MYO1G,T cells,Q101405075,Q18045535
5992,DUSP5,Macrophages,Q101405081,Q17915101
5993,DUSP5,Mesothelial cells,Q101405100,Q17915101
5994,SAMSN1,Macrophages,Q101405081,Q18045555
5995,MMP9,Macrophages,Q101405081,Q18029196
5996,MMP9,Myocytes,Q101404903,Q18029196
5997,MMP9,Neutrophils,Q101405102,Q18029196
5998,MMP9,Osteoclasts,Q101404928,Q18029196
5999,MMP9,Stromal cells,Q101404941,Q18029196
6000,HILPDA,Macrophages,Q101405081,Q18039697
6001,SLC37A2,Macrophages,Q101405081,Q18053378
6002,LPCAT2,Macrophages,Q101405081,Q18041410
6003,LPCAT2,Microglia,Q101404888,Q18041410
6004,HPGDS,Macrophages,Q101405081,Q18038773
6005,HPGDS,Mast cells,Q101404923,Q18038773
6006,HPGDS,Microglia,Q101404888,Q18038773
6007,HPGDS,T helper cells,Q101423298,Q18038773
6008,HPGDS,T helper cells,Q101404876,Q18038773
6009,IFNAR2,Macrophages,Q101405081,Q18027634
6010,MS4A7,Macrophages,Q101405081,Q18044822
6011,MS4A7,Monocytes,Q101405036,Q18044822
6012,HPGD,Macrophages,Q101405081,Q18027244
6013,CD5L,Macrophages,Q101405081,Q17858129
6014,CYTH4,Macrophages,Q101405081,Q18038655
6015,CYTH4,Microglia,Q101404888,Q18038655
6016,CD3E,Macrophages,Q101405081,Q17857659
6017,CD3E,Pyramidal cells,Q101404930,Q17857659
6018,CD3E,T cells,Q101405075,Q17857659
6019,CD3E,T memory cells,Q101405071,Q17857659
6020,CD68,Macrophages,Q101405081,Q17859694
6021,CD68,Monocytes,Q101405036,Q17859694
6022,CD68,Osteoclasts,Q101404928,Q17859694
6023,CYBB,Macrophages,Q101405081,Q14875834
6024,CD200,Macrophages,Q101405081,Q5009794
6025,CD200,T follicular helper cells,Q101405110,Q5009794
6026,CD200,T follicular helper cells,Q101404875,Q5009794
6027,CD200R1,Macrophages,Q101405081,Q18050119
6028,TYROBP,Macrophages,Q101405081,Q18032241
6029,RGS1,Macrophages,Q101405081,Q18031114
6030,RGS1,Mast cells,Q101404923,Q18031114
6031,RGS1,Monocytes,Q101405036,Q18031114
6032,P2RY6,Macrophages,Q101405081,Q18030325
6033,P2RY6,Microglia,Q101404888,Q18030325
6034,P2RY6,Osteoclasts,Q101404928,Q18030325
6035,MAF,Macrophages,Q101405081,Q18028775
6036,MAF,T regulatory cells,Q101405084,Q18028775
6037,ADGRE5,Macrophages,Q101405081,Q17859705
6038,ADGRE5,Platelets,Q101404882,Q17859705
6039,SLC7A7,Macrophages,Q101405081,Q18033792
6040,SYK,Macrophages,Q101405081,Q14907337
6041,CSN2,Mammary epithelial cells,Q101404863,Q17910467
6042,BTN1A1,Mammary epithelial cells,Q101404863,Q5003194
6043,BTN2A2,Mammary epithelial cells,Q101404863,Q18035342
6044,BTN3A1,Mammary epithelial cells,Q101404863,Q18036134
6045,TOX3,Mammary epithelial cells,Q101404863,Q18038782
6046,TOX3,Neural stem/precursor cells,Q101405041,Q18038782
6047,PYGO2,Mammary epithelial cells,Q101404863,Q18048423
6048,SERPINB5,Mammary epithelial cells,Q101404863,Q15320674
6049,SERPINB5,Myoepithelial cells,Q101404924,Q15320674
6050,KDM3A,Mammary epithelial cells,Q101404863,Q18042080
6051,SLC30A2,Mammary epithelial cells,Q101404863,Q18032599
6052,PADI2,Mammary epithelial cells,Q101404863,Q18036424
6053,PADI2,Sertoli cells,Q101404909,Q18036424
6054,CSN3,Mammary epithelial cells,Q101404863,Q17910472
6055,CSN1S1,Mammary epithelial cells,Q101404863,Q17910441
6056,ANO1,Mammary epithelial cells,Q101404863,Q18041552
6057,ANO1,Mesothelial cells,Q101405100,Q18041552
6058,WNT5B,Mammary epithelial cells,Q101404863,Q18046835
6059,NEDD9,Mammary epithelial cells,Q101404863,Q18030017
6060,FOXP4,Mammary epithelial cells,Q101404863,Q18049196
6061,FOXP4,Microfold cells,Q101404934,Q18049196
6062,LSR,Mammary epithelial cells,Q101404863,Q18040435
6063,LIF,Mammary epithelial cells,Q101404863,Q14878795
6064,LIF,Myoblasts,Q101404940,Q14878795
6065,LIF,Trophoblast cells,Q101404927,Q14878795
6066,IL17A,Mast cells,Q101404923,Q18027889
6067,IL17A,T helper cells,Q101423298,Q18027889
6068,IL17A,T helper cells,Q101404876,Q18027889
6069,CD274,Mast cells,Q101404923,Q18039630
6070,CXCR2,Mast cells,Q101404923,Q18027850
6071,CXCR2,Megakaryocytes,Q101404874,Q18027850
6072,CXCR2,Neutrophils,Q101405102,Q18027850
6073,CXCR2,Pulmonary alveolar type II cells,Q101404950,Q18027850
6074,MGST2,Mast cells,Q101404923,Q18029099
6075,CPA1,Mast cells,Q101404923,Q17909117
6076,CMA1,Mast cells,Q101404923,Q17907800
6077,CMA1,NK cells,Q101404899,Q17907800
6078,HNMT,Mast cells,Q101404923,Q18027062
6079,TPSAB1,Mast cells,Q101404923,Q18032086
6080,PTGDS ,Mast cells,Q101404923,Q14914168
6081,RAB27B,Mast cells,Q101404923,Q18031000
6082,SLA,Mast cells,Q101404923,Q18031517
6083,IL1RL1,Mast cells,Q101404923,Q18033889
6084,IL1RL1,Nuocytes,Q101405037,Q18033889
6085,IL1RL1,T helper cells,Q101423298,Q18033889
6086,IL1RL1,T helper cells,Q101404876,Q18033889
6087,GNAI1,Mast cells,Q101404923,Q18026220
6088,GNAI1,Merkel cells,Q101404933,Q18026220
6089,GNAI1,Neurons,Q101405104,Q18026220
6090,OSBPL8,Mast cells,Q101404923,Q18049104
6091,ADORA3,Mast cells,Q101404923,Q4682275
6092,HS3ST1,Mast cells,Q101404923,Q18034912
6093,DAPP1,Mast cells,Q101404923,Q18038580
6094,CSRNP1,Mast cells,Q101404923,Q18045703
6095,PLEK,Mast cells,Q101404923,Q18030590
6096,PLEK,Megakaryocytes,Q101404874,Q18030590
6097,PLEK,Platelets,Q101404882,Q18030590
6098,TPSB2,Mast cells,Q101404923,Q18045684
6099,RGS13,Mast cells,Q101404923,Q18031121
6100,RGS13,Plasma cells,Q101405123,Q18031121
6101,BTK,Mast cells,Q101404923,Q14906040
6102,VWA5A,Mast cells,Q101404923,Q18028625
6103,VWA5A,Trigeminal neurons,Q101404857,Q18028625
6104,MILR1,Mast cells,Q101404923,Q18054238
6105,HS6ST2,Mast cells,Q101404923,Q18048170
6106,MRGPRX2,Mast cells,Q101404923,Q18049286
6107,ADAMTS9,Mast cells,Q101404923,Q18042784
6108,COBL,Mast cells,Q101404923,Q18037027
6109,CTSG,Mast cells,Q101404923,Q14906548
6110,CTSG,Neutrophils,Q101405102,Q14906548
6111,GRIK2,Mast cells,Q101404923,Q18026502
6112,HS3ST3A1,Mast cells,Q101404923,Q18034910
6113,PAPSS2,Mast cells,Q101404923,Q18033795
6114,PCBD1,Mast cells,Q101404923,Q18030367
6115,SLC29A1,Mast cells,Q101404923,Q17916835
6116,SLC45A3,Mast cells,Q101404923,Q18048026
6117,STARD13,Mast cells,Q101404923,Q18048407
6118,A4GALT,Mast cells,Q101404923,Q18040751
6119,ACER3,Mast cells,Q101404923,Q18041771
6120,ARMCX3,Mast cells,Q101404923,Q18040399
6121,BBS10,Mast cells,Q101404923,Q18046311
6122,BMPR2,Mast cells,Q101404923,Q17849752
6123,C2,Mast cells,Q101404923,Q13566093
6124,C2,Mesothelial cells,Q101405100,Q13566093
6125,CCDC141,Mast cells,Q101404923,Q18054397
6126,CDC42BPA,Mast cells,Q101404923,Q18032963
6127,CDH9,Mast cells,Q101404923,Q17859908
6128,ZDHHC13,Mast cells,Q101404923,Q18041052
6129,WDR60,Mast cells,Q101404923,Q18041557
6130,WDR60,Neurons,Q101405104,Q18041557
6131,UNC13B,Mast cells,Q101404923,Q18035435
6132,TRANK1,Mast cells,Q101404923,Q18034830
6133,TIAM2,Mast cells,Q101404923,Q18038177
6134,STK32B,Mast cells,Q101404923,Q18041790
6135,ST6GALNAC3,Mast cells,Q101404923,Q18053851
6136,SOCS2,Mast cells,Q101404923,Q18033469
6137,SPRED1,Mast cells,Q101404923,Q18052504
6138,SLC31A2,Mast cells,Q101404923,Q17908744
6139,SGCE,Mast cells,Q101404923,Q18033525
6140,ROR1,Mast cells,Q101404923,Q18030230
6141,RNF180,Mast cells,Q101404923,Q18054577
6142,RIOK2,Mast cells,Q101404923,Q18042049
6143,RBFOX1,Mast cells,Q101404923,Q18041210
6144,PDE1C,Mast cells,Q101404923,Q18030402
6145,PDE1C,Olfactory epithelial cells,Q101405047,Q18030402
6146,PCDH7,Mast cells,Q101404923,Q18030375
6147,NDST2,Mast cells,Q101404923,Q18033004
6148,MRGPRX1,Mast cells,Q101404923,Q18053907
6149,MLPH,Mast cells,Q101404923,Q15320780
6150,MFGE8,Mast cells,Q101404923,Q3307805
6151,MFGE8,Microfold cells,Q101404934,Q3307805
6152,MFGE8,Pericytes,Q101405045,Q3307805
6153,LSAMP,Mast cells,Q101404923,Q18028676
6154,LIMA1,Mast cells,Q101404923,Q18040309
6155,KRT4,Mast cells,Q101404923,Q18028371
6156,KDELR3,Mast cells,Q101404923,Q18036029
6157,HSPA13,Mast cells,Q101404923,Q18031756
6158,HS2ST1,Mast cells,Q101404923,Q18034553
6159,GP1BA,Mast cells,Q101404923,Q18026313
6160,GP1BA,Megakaryocytes,Q101404874,Q18026313
6161,GP1BA,Platelets,Q101404882,Q18026313
6162,GNAZ,Mast cells,Q101404923,Q18026247
6163,FAM84A,Mast cells,Q101404923,Q18052008
6164,FAM129B,Mast cells,Q101404923,Q18045788
6165,EXT1,Mast cells,Q101404923,Q17917694
6166,ESYT3,Mast cells,Q101404923,Q18047278
6167,ENO2,Mast cells,Q101404923,Q17916822
6168,ENO2,Neurons,Q101405104,Q17916822
6169,ENAH,Mast cells,Q101404923,Q18042011
6170,DUSP1,Mast cells,Q101404923,Q17915097
6171,DGKI,Mast cells,Q101404923,Q18033881
6172,DCLK3,Mast cells,Q101404923,Q18048039
6173,LAT,Megakaryocytes,Q101404874,Q18252005
6174,LAT,NK cells,Q101404899,Q18252005
6175,LAT,T cells,Q101405075,Q18252005
6176,LAT,T memory cells,Q101405071,Q18252005
6177,PF4,Megakaryocytes,Q101404874,Q14905359
6178,PF4,Microglia,Q101404888,Q14905359
6179,PF4,Platelets,Q101404882,Q14905359
6180,GP5,Megakaryocytes,Q101404874,Q18026321
6181,GP5,Platelets,Q101404882,Q18026321
6182,CXCR1,Megakaryocytes,Q101404874,Q18027847
6183,CXCR1,Myeloid-derived suppressor cells,Q101062473,Q18027847
6184,CXCR1,Myeloid-derived suppressor cells,Q101404944,Q18027847
6185,CXCR1,Neutrophils,Q101405102,Q18027847
6186,PDE6B,Megakaryocytes,Q101404874,Q18030424
6187,PDE6B,Pinealocytes,Q101404890,Q18030424
6188,MATK,Megakaryocytes,Q101404874,Q18028894
6189,MATK,Neurons,Q101405104,Q18028894
6190,MKL2,Megakaryocytes,Q101404874,Q18043087
6191,MKL2,Neuroendocrine cells,Q101405206,Q18043087
6192,KIF5B,Megakaryocytes,Q101404874,Q18028260
6193,TSPAN9,Megakaryocytes,Q101404874,Q18035901
6194,TREML1,Megakaryocytes,Q101404874,Q18055389
