,official gene symbol,cell type
6406,MCAM,Pericytes
6407,MXRA8,Pericytes
6408,PDE5A,Pericytes
6409,NR1H3,Pericytes
6410,SERPING1,Pericytes
6411,EMID1,Pericytes
6412,ECM1,Pericytes
6413,COLEC11,Pericytes
6414,RARRES2,Pericytes
6415,REM1,Pericytes
6416,ASPN,Pericytes
6417,CYGB,Pericytes
6418,FABP4,Pericytes
6419,VTN,Pericytes
6420,STEAP4,Pericytes
6421,NDUFA4L2,Pericytes
6422,SLC38A11,Pericytes
6423,ATP13A5,Pericytes
6424,AOC3,Pericytes
6425,ANGPT2,Pericytes
6426,INPP4B,Pericytes
6427,GPIHBP1,Pericytes
6428,VIM,Pericytes
6429,PTH1R,Pericytes
6430,IFITM1,Pericytes
6431,TBX18,Pericytes
6432,NT5E,Pericytes
6433,MFGE8,Pericytes
6434,ALPL,Pericytes
6435,COL1A1,Pericytes
6436,MYO1B,Pericytes
6437,COG7,Pericytes
6438,P2RY14,Pericytes
6439,HEYL,Pericytes
6440,GNB4,Pericytes
6441,MSX1,Pericytes
6442,CTGF,Pericytes
6443,SAT2,Peritubular myoid cells
6444,LAMC3,Peritubular myoid cells
6445,APOA1,Peritubular myoid cells
6446,MYLIP,Peritubular myoid cells
6447,TMEM98,Peritubular myoid cells
6448,CYP1B1,Peritubular myoid cells
6449,KCNMB1,Peritubular myoid cells
6450,RARRES2,Peritubular myoid cells
6451,GSTM3,Peritubular myoid cells
6452,RNASE1,Peritubular myoid cells
6453,CILP,Peritubular myoid cells
6454,RASD1,Peritubular myoid cells
6455,ALDH1A3,Peritubular myoid cells
6456,INTS6,Peritubular myoid cells
6457,EPHX1,Peritubular myoid cells
6458,OSR2,Peritubular myoid cells
6459,C7,Peritubular myoid cells
6460,COL15A1,Peritubular myoid cells
6461,LAMB2,Peritubular myoid cells
6462,MYH11,Peritubular myoid cells
6463,TPM1,Peritubular myoid cells
6464,TPM2,Peritubular myoid cells
6465,TPM4,Peritubular myoid cells
6466,MYL9,Peritubular myoid cells
6468,WNT2B,Peritubular myoid cells
6469,RCVRN,Photoreceptor cells
6470,PDC,Photoreceptor cells
6471,NRL,Photoreceptor cells
6472,NR2E3,Photoreceptor cells
6473,SAG,Photoreceptor cells
6474,RHO,Photoreceptor cells
6475,ROM1,Photoreceptor cells
6476,CRX,Photoreceptor cells
6477,PDE6G,Photoreceptor cells
6478,TPBG,Photoreceptor cells
6479,GABRA1,Photoreceptor cells
6480,PCBP3,Photoreceptor cells
6481,FRMD3,Photoreceptor cells
6482,ADAMTS5,Photoreceptor cells
6483,RD3L,Photoreceptor cells
6484,GABRG2,Photoreceptor cells
6485,CNTN4,Photoreceptor cells
6486,RNF152,Photoreceptor cells
6487,SYNE1,Photoreceptor cells
6488,SEBOX,Photoreceptor cells
6489,HSPA12A,Photoreceptor cells
6490,CNTNAP2,Photoreceptor cells
6491,NLK,Photoreceptor cells
6492,NTNG1,Photoreceptor cells
6493,GLS,Photoreceptor cells
6494,STX3,Photoreceptor cells
6495,GRM6,Photoreceptor cells
6496,STRIP2,Photoreceptor cells
6497,CHGA,Photoreceptor cells
6498,RNPC3,Photoreceptor cells
6499,VSTM2B,Photoreceptor cells
6500,CACNA2D4,Photoreceptor cells
6501,VSX2,Photoreceptor cells
6502,TRNP1,Photoreceptor cells
6503,NEUROD4,Photoreceptor cells
6504,GNB3,Photoreceptor cells
6505,OTX2,Photoreceptor cells
6506,CACNA2D3,Photoreceptor cells
6508,LIN7A,Photoreceptor cells
6509,CCDC136,Photoreceptor cells
6510,NDNF,Photoreceptor cells
6511,GNG13,Photoreceptor cells
6512,PROX1,Photoreceptor cells
6513,GPR179,Photoreceptor cells
6514,CABP5,Photoreceptor cells
6515,KCNMA1,Photoreceptor cells
6517,LRTM1,Photoreceptor cells
6518,PRKCA,Photoreceptor cells
6519,QPCT,Photoreceptor cells
6520,CPLX3,Photoreceptor cells
6521,B3GALT2,Photoreceptor cells
6522,ISL1,Photoreceptor cells
6523,PCP2,Photoreceptor cells
6524,ASMT,Pinealocytes
6525,ADRB1,Pinealocytes
6526,TPH1,Pinealocytes
6527,SAG,Pinealocytes
6528,GNGT1,Pinealocytes
6529,GNGT2,Pinealocytes
6530,ROM1,Pinealocytes
6531,CRX,Pinealocytes
6532,CNGB1,Pinealocytes
6533,CNGA1,Pinealocytes
6534,PDE6C,Pinealocytes
6535,SLC6A6,Pinealocytes
6536,ADRA1B,Pinealocytes
6537,DRD4,Pinealocytes
6538,CHRNA3,Pinealocytes
6539,CHRNB4,Pinealocytes
6540,NEUROD1,Pinealocytes
6541,PDE6B,Pinealocytes
6542,CACNA1F,Pinealocytes
6543,GNG13,Pinealocytes
6544,AANAT,Pinealocytes
6545,CREM,Pinealocytes
6546,PDE10A,Pinealocytes
6547,PMEPA1,Pinealocytes
6548,SDC1,Plasma cells
6549,IRF4,Plasma cells
6550,CD38,Plasma cells
6551,PRDM1,Plasma cells
6552,CD93,Plasma cells
6553,CD27,Plasma cells
6554,ENPP1,Plasma cells
6555,KLF4,Plasma cells
6556,MS4A4A,Plasma cells
6557,PIAS1,Plasma cells
6558,CYCS,Plasma cells
6559,DIABLO,Plasma cells
6560,HTRA2,Plasma cells
6561,MS4A1,Plasma cells
6562,CD9,Plasma cells
6563,CD19,Plasma cells
6564,CD24,Plasma cells
6565,CD37,Plasma cells
6566,CD40,Plasma cells
6567,CD74,Plasma cells
6568,CXCR4,Plasma cells
6569,GZMB,Plasma cells
6570,TNFRSF17,Plasma cells
6571,TNFRSF13B,Plasma cells
6572,FCGR2B,Plasma cells
6573,CCR10,Plasma cells
6574,ABCB9,Plasma cells
6575,AMPD1,Plasma cells
6576,ANGPT4,Plasma cells
6577,ATXN8OS,Plasma cells
6578,C11ORF80,Plasma cells
6579,CD79A,Plasma cells
6580,DENND5B,Plasma cells
6581,EAF2,Plasma cells
6582,FCRL2,Plasma cells
6583,GNG7,Plasma cells
6584,GPR25,Plasma cells
6585,GUSBP11,Plasma cells
6586,HIST1H2AE,Plasma cells
6587,HIST1H2BG,Plasma cells
6588,HLA-DOB,Plasma cells
6589,IGHD,Plasma cells
6590,IGHE,Plasma cells
6591,IGHM,Plasma cells
6592,IGKC,Plasma cells
6593,IGLL3P,Plasma cells
6594,KCNA3,Plasma cells
6595,KCNG2,Plasma cells
6596,LIME1,Plasma cells
6597,MAN1A1,Plasma cells
6598,MANEA,Plasma cells
6599,MAST1,Plasma cells
6600,MROH7,Plasma cells
6601,MZB1,Plasma cells
6602,P2RX5,Plasma cells
6603,PAX7,Plasma cells
6604,PDK1,Plasma cells
6605,PNOC,Plasma cells
6606,RASGRP3,Plasma cells
6607,REN,Plasma cells
6608,RGS13,Plasma cells
6609,RPL3P7,Plasma cells
6610,SIK1,Plasma cells
6611,SPAG4,Plasma cells
6612,ST6GALNAC4,Plasma cells
6613,TGM5,Plasma cells
6614,TMEM156,Plasma cells
6615,UGT2B17,Plasma cells
6616,ZBP1,Plasma cells
6617,ZNF165,Plasma cells
6618,IGLC2,Plasma cells
6619,IGHG1,Plasma cells
6620,IGHG2,Plasma cells
6621,IGHG3,Plasma cells
6622,IGHGP,Plasma cells
6623,IGLC3,Plasma cells
6624,JCHAIN,Plasma cells
6625,IGHA1,Plasma cells
6626,IGHG4,Plasma cells
6627,IGHA2,Plasma cells
6628,IGLV3-1,Plasma cells
6629,IGLC7,Plasma cells
6630,SSR4,Plasma cells
6631,IL16,Plasma cells
6632,BHLHA15,Plasma cells
6633,PPIB,Plasma cells
6634,CD4,Plasmacytoid dendritic cells
6635,CD8A,Plasmacytoid dendritic cells
6636,CD40,Plasmacytoid dendritic cells
6637,CD80,Plasmacytoid dendritic cells
6638,CD83,Plasmacytoid dendritic cells
6639,LILRA4,Plasmacytoid dendritic cells
6640,CD86,Plasmacytoid dendritic cells
6641,IL3RA,Plasmacytoid dendritic cells
6642,CCR7,Plasmacytoid dendritic cells
6643,CLEC4C,Plasmacytoid dendritic cells
6644,CXCR3,Plasmacytoid dendritic cells
6645,TRADD,Plasmacytoid dendritic cells
6646,ARHGAP9,Plasmacytoid dendritic cells
6647,LAMP5,Plasmacytoid dendritic cells
6648,GPR183,Plasmacytoid dendritic cells
6649,MAP3K2,Plasmacytoid dendritic cells
6650,TNFSF13B,Plasmacytoid dendritic cells
6651,PTCRA,Plasmacytoid dendritic cells
6652,ERN1,Plasmacytoid dendritic cells
6653,ETV6,Plasmacytoid dendritic cells
6654,MAP3K8,Plasmacytoid dendritic cells
6655,FAM129C,Plasmacytoid dendritic cells
6656,SPIB,Plasmacytoid dendritic cells
6657,GZMB,Plasmacytoid dendritic cells
6658,CXCR4,Plasmacytoid dendritic cells
6659,PACSIN1,Plasmacytoid dendritic cells
6660,TLR7,Plasmacytoid dendritic cells
6661,TLR9,Plasmacytoid dendritic cells
6662,IRF7,Plasmacytoid dendritic cells
6663,IRF8,Plasmacytoid dendritic cells
6664,IGLL1,Plasmacytoid dendritic cells
6665,CUX2,Plasmacytoid dendritic cells
6667,MCTP2,Plasmacytoid dendritic cells
6668,KLK1,Plasmacytoid dendritic cells
6670,BLNK,Plasmacytoid dendritic cells
6671,GRM8,Plasmacytoid dendritic cells
6672,PRKCA,Plasmacytoid dendritic cells
6673,CDH1,Plasmacytoid dendritic cells
6675,IL17RB,Plasmacytoid dendritic cells
6676,CARD6,Plasmacytoid dendritic cells
6677,CLEC4G,Plasmacytoid dendritic cells
6678,S100A8,Plasmacytoid dendritic cells
6679,JCHAIN,Plasmacytoid dendritic cells
6680,SERPINF1,Plasmacytoid dendritic cells
6681,ITM2C,Plasmacytoid dendritic cells
6682,TCF4,Plasmacytoid dendritic cells
6683,BCL11A,Plasmacytoid dendritic cells
6684,MZB1,Plasmacytoid dendritic cells
6685,DERL3,Plasmacytoid dendritic cells
6686,ZFAT,Plasmacytoid dendritic cells
6687,NRP1,Plasmacytoid dendritic cells
6688,SLC15A4,Plasmacytoid dendritic cells
6689,CCR9,Plasmacytoid dendritic cells
6690,IRF5,Plasmacytoid dendritic cells
6691,BST2,Plasmacytoid dendritic cells
6692,CCL5,Platelets
6693,VEGFA,Platelets
6694,PECAM1,Platelets
6695,FCGR2A,Platelets
6696,CD36,Platelets
6697,ITGA2B,Platelets
6698,GP1BA,Platelets
6699,SPN,Platelets
6700,CD46,Platelets
6701,ITGA2,Platelets
6702,ITGB3,Platelets
6703,SELP,Platelets
6704,CD69,Platelets
6705,CD84,Platelets
6706,CD109,Platelets
6707,CCR3,Platelets
6708,CD226,Platelets
6709,TNFSF14,Platelets
6710,LRRC32,Platelets
6711,LTBR,Platelets
6712,PF4,Platelets
6713,GP5,Platelets
6714,F13A1,Platelets
6715,THBS1,Platelets
6716,ABCC4,Platelets
6717,BIN2,Platelets
6718,FERMT3,Platelets
6719,PTCRA,Platelets
6720,TUBB1,Platelets
6721,GP9,Platelets
6722,NCOA4,Platelets
6723,RGS18,Platelets
6724,PPBP,Platelets
6725,DAB2,Platelets
6726,HFE,Platelets
6727,CXCR4,Platelets
6728,CLEC1B,Platelets
6729,MPL,Platelets
6730,F5,Platelets
6731,TREML1,Platelets
6732,P2RY12,Platelets
6733,PRKAR2B,Platelets
6734,STX11,Platelets
6735,MFSD2B,Platelets
6736,ALOX12,Platelets
6737,PLEK,Platelets
6738,SELPLG,Platelets
6739,ADGRE5,Platelets
6740,CD40,Platelets
6741,ERO1A,Platelets
6742,CD9,Platelets
6743,F11R,Platelets
6744,TLR4,Platelets
6745,CRLF2,Platelets
6746,IL1A,Platelets
6747,SCARB1,Platelets
6748,ADAM10,Platelets
6749,CCR1,Platelets
6750,CCR4,Platelets
6751,F2R,Platelets
6752,NRGN,Platelets
6753,OST4,Platelets
6754,SPARC,Platelets
6755,GP1BB,Platelets
6756,GPX1,Platelets
6757,CAVIN2,Platelets
6758,PPDPF,Platelets
6759,MYL9,Platelets
6760,MAP3K7CL,Platelets
6761,PTGS1,Platelets
6762,GNG11,Platelets
6763,GRAP2,Platelets
6764,CTSA,Platelets
6765,MPIG6B,Platelets
6766,HIST1H3H,Platelets
6767,WIPF1,Platelets
6768,C2ORF88,Platelets
6769,ARHGDIB,Platelets
6770,CDKN2D,Platelets
6771,CA2,Platelets
6772,HLA-A,Platelets
6773,PDLIM1,Platelets
6774,PDZK1IP1,Platelets
6775,AGPAT1,Platelets
6776,SMOX,Platelets
6777,SRGN,Platelets
6778,HIST1H2BK,Platelets
6779,SH3BGRL2,Platelets
6780,ATP2A3,Platelets
6781,ALDH2,Platelets
6783,ALOX5AP,Platelets
6784,RAP1B,Platelets
6785,FHL1,Platelets
6786,VWF,Platelets
6787,LAPTM5,Platelets
6788,RASGRP2,Platelets
6789,HIST1H2BC,Platelets
6790,SLC2A3,Platelets
6791,ARHGAP10,Platelets
6792,RTL8B,Platelets
6793,TREML2,Platelets
6794,MMRN1,Platelets
6795,ILK,Platelets
6796,NOD2,Platelets
6797,NOX5,Platelets
6798,SERPINE1,Platelets
6799,MAPK14,Platelets
6800,ABCA3,Platelets
6801,CXCL14,Platelets
6802,ESAM,Platelets
6803,PREX1,Platelets
6804,S100A9,Platelets
6805,ATP8A1,Platelets
6806,PRKCD,Platelets
6807,PTGS2,Platelets
6808,F7,Platelets
6809,SLC26A4,Platelets
6810,PALLD,Platelets
6811,SLC17A9,Platelets
6812,IL33,Platelets
6813,SIRT3,Platelets
6814,CYP2U1,Platelets
6815,TLR1,Platelets
6816,TLR6,Platelets
6817,BGLAP,Platelets
6818,LGALS8,Platelets
6819,ITGB2,Platelets
6820,CD40LG,Platelets
6821,ANGPT1,Platelets
6822,ACKR3,Platelets
6823,PRMT8,Pluripotent stem cells
6824,NCOA5,Pluripotent stem cells
6825,TRIM32,Pluripotent stem cells
6826,PRDM14,Pluripotent stem cells
6827,FGF4,Pluripotent stem cells
6828,NANOG,Pluripotent stem cells
6829,POU5F1,Pluripotent stem cells
6830,MSH2,Pluripotent stem cells
6832,GATA2,Pluripotent stem cells
6833,ZFX,Pluripotent stem cells
6834,TERF1,Pluripotent stem cells
6835,TEX19,Pluripotent stem cells
6836,TERT,Pluripotent stem cells
6837,ZNF296,Pluripotent stem cells
6838,NAP1L1,Pluripotent stem cells
6839,SOX2,Pluripotent stem cells
6840,ALPL,Pluripotent stem cells
6841,HK2,Pluripotent stem cells
6842,SPN,Pluripotent stem cells
6843,ESRP1,Pluripotent stem cells
6844,PODXL,Podocytes
6845,ADAMTS13,Podocytes
6846,LCN2,Podocytes
6847,VEGFA,Podocytes
6848,SLC2A4,Podocytes
6849,NLRP3,Podocytes
6850,SYNPO,Podocytes
6851,NPHS1,Podocytes
6852,NPHS2,Podocytes
6853,LAMA3,Podocytes
6854,FOXC2,Podocytes
6855,WT1,Podocytes
6856,CD80,Podocytes
6857,DES,Podocytes
6858,PTPRO,Podocytes
6859,LMX1B,Podocytes
6860,MYOC,Podocytes
6861,CDH13,Podocytes
6862,SEMA3G,Podocytes
6863,THSD7A,Podocytes
6864,MAFB,Podocytes
6865,ENPEP,Podocytes
6866,CLIC5,Podocytes
6867,RAB3B,Podocytes
6868,DPP4,Podocytes
6869,ANGPTL2,Podocytes
6870,ITGB5,Podocytes
6871,RHPN1,Podocytes
6872,BCAM,Podocytes
6873,MAGI2,Podocytes
6874,COL4A3,Podocytes
6875,EFNB1,Podocytes
6876,NPR1,Podocytes
6877,PLOD2,Podocytes
6878,SRGAP1,Podocytes
6879,LAMB2,Podocytes
6880,NPR3,Podocytes
6881,ITGA3,Podocytes
6882,PLCE1,Podocytes
6883,PROS1,Podocytes
6884,MERTK,Podocytes
6885,MYO1D,Podocytes
6886,TCF21,Podocytes
6887,TNS2,Podocytes
6888,ADM,Podocytes
6889,OPTN,Podocytes
6890,PARD3B,Podocytes
6891,SEMA3E,Podocytes
6892,MYO1E,Podocytes
6893,NEBL,Podocytes
6894,SH2D4A,Podocytes
6895,TDRD5,Podocytes
6896,PTH1R,Podocytes
6897,IQGAP2,Podocytes
6898,CTGF,Podocytes
6899,FAT1,Podocytes
6900,ILDR2,Podocytes
6901,FOXD1,Podocytes
6902,TRIB2,Podocytes
6903,LOXL2,Podocytes
6904,COL4A5,Podocytes
6905,FOXC1,Podocytes
6906,PLEKHH2,Podocytes
6907,CTNNAL1,Podocytes
6908,DACH1,Podocytes
6909,SULF1,Podocytes
6910,HSPB8,Podocytes
6911,KANK1,Podocytes
6912,ADCY1,Podocytes
6913,DOCK5,Podocytes
6914,CRB2,Podocytes
6915,LRRC49,Podocytes
6916,CORO2B,Podocytes
6917,ARHGAP24,Podocytes
6918,GPRC5A,Podocytes
6919,COL4A4,Podocytes
6920,AIF1L,Podocytes
6921,MET,Podocytes
6922,EPB41L5,Podocytes
6923,DOCK1,Podocytes
6924,AJUBA,Podocytes
6925,CD2AP,Podocytes
6926,GOLIM4,Podocytes
6927,ZBTB8A,Podocytes
6929,TOB1,Podocytes
6930,WSB2,Podocytes
6931,EMC2,Podocytes
6932,EHD4,Podocytes
6933,ZFP91,Podocytes
6934,ETF1,Podocytes
6935,EMC7,Podocytes
6936,LUC7L2,Podocytes
6937,MAPT,Podocytes
6938,CDKN1C,Podocytes
6939,AQP2,Principal cells
6940,SCNN1A,Principal cells
6941,AQP3,Principal cells
6942,KCNJ1,Principal cells
6943,AVPR2,Principal cells
6944,SCNN1G,Principal cells
6945,HSD11B2,Principal cells
6946,FXYD4,Principal cells
6947,APELA,Principal cells
6948,NPNT,Principal cells
6949,SCNN1B,Principal cells
6950,KCNE1,Principal cells
6951,CDH16,Principal cells
6952,ADGRG1,Principal cells
6953,TSPAN8,Principal cells
6954,CDO1,Principal cells
6955,TMEM45B,Principal cells
6956,TACSTD2,Principal cells
6957,PDZK1IP1,Principal cells
6958,L1CAM,Principal cells
6959,CLDN4,Principal cells
6960,TBCK,Principal cells
6961,TMEM229A,Principal cells
6963,GPRC5B,Principal cells
6965,PHACTR1,Principal cells
6966,CELSR2,Principal cells
6967,FZD7,Principal cells
6968,SLC2A9,Principal cells
6969,RNF186,Principal cells
6970,TRPV5,Principal cells
6971,STC1,Principal cells
6972,PELI2,Principal cells
6973,KLK1,Principal cells
6974,ACER2,Principal cells
6975,AQP4,Principal cells
6976,FZD1,Principal cells
6977,GATA3,Principal cells
6978,LGALS3,Principal cells
6979,PTGES,Principal cells
6980,TSPAN1,Principal cells
6981,NR3C2,Principal cells
6982,HES1,Principal cells
6983,AQP1,Proximal tubule cells
6984,CLDN2,Proximal tubule cells
6985,DPP4,Proximal tubule cells
6986,ENPEP,Proximal tubule cells
6987,SLC36A2,Proximal tubule cells
6988,SLC5A1,Proximal tubule cells
6989,SLC6A18,Proximal tubule cells
6990,SLC6A19,Proximal tubule cells
6992,SLC5A2,Proximal tubule cells
6993,LRP2,Proximal tubule cells
6994,PDZK1,Proximal tubule cells
6995,MIOX,Proximal tubule cells
6996,SLC34A1,Proximal tubule cells
6997,TTC36,Proximal tubule cells
6998,ASS1,Proximal tubule cells
6999,PCK1,Proximal tubule cells
7000,FUT9,Proximal tubule cells
7001,KHK,Proximal tubule cells
7002,SLC4A4,Proximal tubule cells
7003,GLYAT,Proximal tubule cells
7004,FBP1,Proximal tubule cells
7005,SLC22A6,Proximal tubule cells
7006,SLC22A12,Proximal tubule cells
7007,SLC47A1,Proximal tubule cells
7008,NOX4,Proximal tubule cells
7009,SLC17A1,Proximal tubule cells
7010,SLC13A3,Proximal tubule cells
7011,CYP2E1,Proximal tubule cells
7012,SLC22A8,Proximal tubule cells
7013,FOLR1,Proximal tubule cells
7014,SLC7A13,Proximal tubule cells
7015,AK4,Proximal tubule cells
7016,SLC5A8,Proximal tubule cells
7017,SLC22A1,Proximal tubule cells
7018,GHR,Proximal tubule cells
7019,UPB1,Proximal tubule cells
7020,SLC17A3,Proximal tubule cells
7021,GCDH,Proximal tubule cells
7022,GSTZ1,Proximal tubule cells
7023,ASL,Proximal tubule cells
7024,FAH,Proximal tubule cells
7027,TMEM106A,Proximal tubule cells
7028,GSTA2,Proximal tubule cells
7029,CRYL1,Proximal tubule cells
7030,SLC5A12,Proximal tubule cells
7032,AOAH,Proximal tubule cells
7033,SLC13A1,Proximal tubule cells
7034,ABCC2,Proximal tubule cells
7035,PKHD1,Proximal tubule cells
7036,SLC9A8,Proximal tubule cells
7039,SCIN,Proximal tubule cells
7040,ALPL,Proximal tubule cells
7041,G6PC,Proximal tubule cells
7043,SLC22A13,Proximal tubule cells
7044,SLC22A7,Proximal tubule cells
7045,SLC16A9,Proximal tubule cells
7046,AGXT2,Proximal tubule cells
7047,SORD,Proximal tubule cells
7048,SOD3,Proximal tubule cells
7049,HNF4A,Proximal tubule cells
7050,NME4,Proximal tubule cells
7051,APOE,Proximal tubule cells
7052,HGD,Proximal tubule cells
7053,OSGIN1,Proximal tubule cells
7054,HSD11B1,Proximal tubule cells
7055,SERPINF2,Proximal tubule cells
7056,HAAO,Proximal tubule cells
7057,PPIC,Proximal tubule cells
7058,TFF3,Proximal tubule cells
7059,GNG13,Proximal tubule cells
7060,SLC23A3,Proximal tubule cells
7061,GC,Proximal tubule cells
7062,CACNG5,Proximal tubule cells
7063,TGFBI,Proximal tubule cells
7064,RBP4,Proximal tubule cells
7065,NAPSA,Proximal tubule cells
7066,MMP11,Pulmonary alveolar type I cells
7067,ICAM1,Pulmonary alveolar type I cells
7068,CTGF,Pulmonary alveolar type I cells
7069,SEMA3B,Pulmonary alveolar type I cells
7071,SCNN1B,Pulmonary alveolar type I cells
7072,SEMA3E,Pulmonary alveolar type I cells
7073,SCNN1G,Pulmonary alveolar type I cells
7074,SCNN1A,Pulmonary alveolar type I cells
7075,COL4A4,Pulmonary alveolar type I cells
7076,CYP4B1,Pulmonary alveolar type I cells
7077,RTKN2,Pulmonary alveolar type I cells
7078,CLIC5,Pulmonary alveolar type I cells
7080,AKAP5,Pulmonary alveolar type I cells
7081,GPRC5A,Pulmonary alveolar type I cells
7082,SEC14L3,Pulmonary alveolar type I cells
7083,COL4A3,Pulmonary alveolar type I cells
7084,CLDN18,Pulmonary alveolar type I cells
7085,AGER,Pulmonary alveolar type I cells
7086,HOPX,Pulmonary alveolar type I cells
7087,AQP5,Pulmonary alveolar type I cells
7088,EMP2,Pulmonary alveolar type I cells
7089,VEGFA,Pulmonary alveolar type I cells
7090,KRT7,Pulmonary alveolar type I cells
7091,IGFBP6,Pulmonary alveolar type I cells
7092,PXDC1,Pulmonary alveolar type I cells
7093,AQP3,Pulmonary alveolar type I cells
7094,CRLF1,Pulmonary alveolar type I cells
7095,EGFL6,Pulmonary alveolar type I cells
7096,FSTL3,Pulmonary alveolar type I cells
7097,MEX3B,Pulmonary alveolar type I cells
7098,RADIL,Pulmonary alveolar type I cells
7099,SMARCA1,Pulmonary alveolar type I cells
7100,P2RX7,Pulmonary alveolar type I cells
7101,PDPN,Pulmonary alveolar type I cells
7102,IRX1,Pulmonary alveolar type II cells
7103,EGFL6,Pulmonary alveolar type II cells
7104,CEBPA,Pulmonary alveolar type II cells
7105,NKX2-1,Pulmonary alveolar type II cells
7106,MUC1,Pulmonary alveolar type II cells
7107,CLDN18,Pulmonary alveolar type II cells
7108,AGER,Pulmonary alveolar type II cells
7109,LAMP3,Pulmonary alveolar type II cells
7110,SFTA2,Pulmonary alveolar type II cells
7111,SFTPD,Pulmonary alveolar type II cells
7112,SLC34A2,Pulmonary alveolar type II cells
7114,SFTPB,Pulmonary alveolar type II cells
7115,SFTPA1,Pulmonary alveolar type II cells
7116,SFTPC,Pulmonary alveolar type II cells
7117,SDC1,Pulmonary alveolar type II cells
7118,ADGRF5,Pulmonary alveolar type II cells
7119,ABCD3,Pulmonary alveolar type II cells
7120,SOAT1,Pulmonary alveolar type II cells
7121,ETV5,Pulmonary alveolar type II cells
7122,CD36,Pulmonary alveolar type II cells
7123,LPCAT1,Pulmonary alveolar type II cells
7124,NAPSA,Pulmonary alveolar type II cells
7126,ABCA3,Pulmonary alveolar type II cells
7128,S100G,Pulmonary alveolar type II cells
7130,PGC,Pulmonary alveolar type II cells
7131,CXCR2,Pulmonary alveolar type II cells
7132,CXCL2,Pulmonary alveolar type II cells
7133,GRK2,Pulmonary alveolar type II cells
7134,RUNX3,Pulmonary alveolar type II cells
7135,CTNND1,Pulmonary alveolar type II cells
7137,PPP1R14C,Pulmonary alveolar type II cells
7138,DDX3Y,Pulmonary alveolar type II cells
7139,PIGR,Pulmonary alveolar type II cells
7143,LRG1,Pulmonary alveolar type II cells
7144,NRN1,Pulmonary alveolar type II cells
7145,PPBP,Pulmonary alveolar type II cells
7146,IL1B,Pulmonary alveolar type II cells
7147,INMT,Pulmonary alveolar type II cells
7148,CRLF1,Pulmonary alveolar type II cells
7149,ANGPT1,Pulmonary vascular smooth muscle cells
7150,PDGFRB,Pulmonary vascular smooth muscle cells
7151,GJA5,Purkinje fiber cells
7152,B3GAT1,Purkinje fiber cells
7153,GJC1,Purkinje fiber cells
7154,KCNK3,Purkinje fiber cells
7155,NEFM,Purkinje fiber cells
7156,CALB1,Purkinje neurons
7157,ABAT,Purkinje neurons
7158,GRIN1,Purkinje neurons
7159,GAD1,Purkinje neurons
7160,HDAC6,Purkinje neurons
7161,PRKG1,Purkinje neurons
7162,ATP2B2,Purkinje neurons
7163,PDE5A,Purkinje neurons
7164,ITPR3,Purkinje neurons
7165,PDE1B,Purkinje neurons
7166,PDE1A,Purkinje neurons
7168,OMP,Purkinje neurons
7169,PDE9A,Purkinje neurons
7170,CBLN1,Purkinje neurons
7171,MRPS35,Purkinje neurons
7172,PVALB,Purkinje neurons
7173,SHANK2,Purkinje neurons
7174,CACNA2D2,Purkinje neurons
7175,NKAIN4,Purkinje neurons
7176,CNTNAP2,Purkinje neurons
7177,TH,Purkinje neurons
7178,CERK,Purkinje neurons
7179,CD3G,Purkinje neurons
7180,KCNA2,Purkinje neurons
7181,SLC22A15,Purkinje neurons
7182,CACNG2,Purkinje neurons
7183,SYT2,Purkinje neurons
7184,CPLX1,Purkinje neurons
7185,PKP4,Purkinje neurons
7186,KCNMA1,Purkinje neurons
7187,ADGRB1,Purkinje neurons
7188,HCN1,Purkinje neurons
7189,SLC24A2,Purkinje neurons
7190,GABRA1,Purkinje neurons
7191,CLSTN3,Purkinje neurons
7192,SLC24A3,Purkinje neurons
7193,DLG4,Purkinje neurons
7194,CNPY1,Purkinje neurons
7195,SLC12A5,Purkinje neurons
7196,SLC32A1,Purkinje neurons
7197,GRIA3,Purkinje neurons
7198,CAMK2A,Purkinje neurons
7199,PENK,Purkinje neurons
7200,HIVEP2,Purkinje neurons
7201,NRIP3,Purkinje neurons
7202,TSHZ1,Purkinje neurons
7203,PCBP3,Purkinje neurons
7204,GPSM1,Purkinje neurons
7205,PPM1E,Purkinje neurons
7206,DLGAP1,Purkinje neurons
7207,GNG4,Purkinje neurons
7208,SHISA8,Purkinje neurons
7209,SYNPR,Purkinje neurons
7210,PRKCA,Purkinje neurons
7211,PCP4L1,Purkinje neurons
7212,PCP4,Purkinje neurons
7213,SLC1A6,Purkinje neurons
7214,GRID2,Purkinje neurons
7215,GAD2,Purkinje neurons
7216,CD3E,Pyramidal cells
7217,DLG4,Pyramidal cells
7218,CAMK2A,Pyramidal cells
7219,GRM1,Pyramidal cells
7220,GRM5,Pyramidal cells
7221,TBR1,Pyramidal cells
7222,POU3F1,Pyramidal cells
7223,EMX1,Pyramidal cells
7224,FEZF2,Pyramidal cells
7225,NRGN,Pyramidal cells
7226,GRIA3,Pyramidal cells
7227,SPINK8,Pyramidal cells
7228,PCP4,Pyramidal cells
7229,SYNPR,Pyramidal cells
7230,NR4A2,Pyramidal cells
7231,AGER,Pyramidal cells
7232,GRIN2D,Pyramidal cells
7233,YWHAZ,Pyramidal cells
7234,KCNN4,Pyramidal cells
